model,experiment,sample_index,datetime,actual,predicted,residual,absolute_error,squared_error,percentage_error,timestamp,param_changepoint_prior_scale,param_changepoint_range,param_seasonality_mode,param_seasonality_prior_scale,info_mae,info_rmse,info_r2
prophet,no_wsi_solar,0,2024-10-19 18:00:00,10.75,-2791.169470942792,-2801.919470942792,2801.919470942792,7850752.721648333,26064.36714731493,2025-11-27 19:10:10,0.0209077569775507,0.9359955112217924,multiplicative,0.2354728131073533,1696.420029942151,2445.895036637512,0.6561843452949854
prophet,no_wsi_solar,1,2024-10-19 19:00:00,11.75,-1993.40229793932,-2005.15229793932,2005.15229793932,4020635.737931335,17065.125925385593,2025-11-27 19:10:10,0.0209077569775507,0.9359955112217924,multiplicative,0.2354728131073533,1696.420029942151,2445.895036637512,0.6561843452949854
prophet,no_wsi_solar,2,2024-10-19 20:00:00,13.25,-1357.451145958424,-1370.701145958424,1370.701145958424,1878821.6315317368,10344.914301312698,2025-11-27 19:10:10,0.0209077569775507,0.9359955112217924,multiplicative,0.2354728131073533,1696.420029942151,2445.895036637512,0.6561843452949854
prophet,no_wsi_solar,3,2024-10-19 21:00:00,14.5,-1347.396065534653,-1361.896065534653,1361.896065534653,1854760.893318768,9392.386652382169,2025-11-27 19:10:10,0.0209077569775507,0.9359955112217924,multiplicative,0.2354728131073533,1696.420029942151,2445.895036637512,0.6561843452949854
prophet,no_wsi_solar,4,2024-10-19 22:00:00,13.5,-1135.510474567853,-1149.010474567853,1149.010474567853,1320225.0706666426,8511.18869419803,2025-11-27 19:10:10,0.0209077569775507,0.9359955112217924,multiplicative,0.2354728131073533,1696.420029942151,2445.895036637512,0.6561843452949854
prophet,no_wsi_solar,5,2024-10-19 23:00:00,14.5,-898.7982174341856,-913.2982174341856,913.2982174341856,834113.6339684611,6298.608391753964,2025-11-27 19:10:10,0.0209077569775507,0.9359955112217924,multiplicative,0.2354728131073533,1696.420029942151,2445.895036637512,0.6561843452949854
prophet,no_wsi_solar,6,2024-10-20 00:00:00,13.25,-727.948468631337,-741.198468631337,741.198468631337,549375.1699014391,5593.950702429751,2025-11-27 19:10:10,0.0209077569775507,0.9359955112217924,multiplicative,0.2354728131073533,1696.420029942151,2445.895036637512,0.6561843452949854
prophet,no_wsi_solar,7,2024-10-20 01:00:00,13.5,-561.6770857231315,-575.1770857231315,575.1770857231315,330828.6799409546,4260.571002200551,2025-11-27 19:10:10,0.0209077569775507,0.9359955112217924,multiplicative,0.2354728131073533,1696.420029942151,2445.895036637512,0.6561843452949854
prophet,no_wsi_solar,8,2024-10-20 02:00:00,12.5,-398.99736504649326,-411.49736504649326,411.49736504649326,169330.08144020694,3291.9789177383627,2025-11-27 19:10:10,0.0209077569775507,0.9359955112217924,multiplicative,0.2354728131073533,1696.420029942151,2445.895036637512,0.6561843452949854
prophet,no_wsi_solar,9,2024-10-20 03:00:00,13.5,180.59991184221843,167.09991184221843,167.09991184221843,27922.38053767717,1237.7771238403016,2025-11-27 19:10:10,0.0209077569775507,0.9359955112217924,multiplicative,0.2354728131073533,1696.420029942151,2445.895036637512,0.6561843452949854
prophet,no_wsi_solar,10,2024-10-20 04:00:00,34.75,2060.318126392881,2025.568126392881,2025.568126392881,4102926.234658766,5828.973023913622,2025-11-27 19:10:10,0.0209077569775507,0.9359955112217924,multiplicative,0.2354728131073533,1696.420029942151,2445.895036637512,0.6561843452949854
prophet,no_wsi_solar,11,2024-10-20 05:00:00,1772.5,4896.12469276161,3123.6246927616103,3123.6246927616103,9757031.221230064,176.2270630603096,2025-11-27 19:10:10,0.0209077569775507,0.9359955112217924,multiplicative,0.2354728131073533,1696.420029942151,2445.895036637512,0.6561843452949854
prophet,no_wsi_solar,12,2024-10-20 06:00:00,6616.5,9050.915196673155,2434.415196673155,2434.415196673155,5926377.349793197,36.79309599742274,2025-11-27 19:10:10,0.0209077569775507,0.9359955112217924,multiplicative,0.2354728131073533,1696.420029942151,2445.895036637512,0.6561843452949854
prophet,no_wsi_solar,13,2024-10-20 07:00:00,12216.0,12855.847580092111,639.8475800921133,639.8475800921133,409404.9257497333,5.237783072131545,2025-11-27 19:10:10,0.0209077569775507,0.9359955112217924,multiplicative,0.2354728131073533,1696.420029942151,2445.895036637512,0.6561843452949854
prophet,no_wsi_solar,14,2024-10-20 08:00:00,16961.75,15313.442182663228,-1648.307817336772,1648.307817336772,2716918.6606935137,9.717793372357216,2025-11-27 19:10:10,0.0209077569775507,0.9359955112217924,multiplicative,0.2354728131073533,1696.420029942151,2445.895036637512,0.6561843452949854
prophet,no_wsi_solar,15,2024-10-20 09:00:00,19204.5,16766.503904649926,-2437.996095350074,2437.996095350074,5943824.960942207,12.694920957842196,2025-11-27 19:10:10,0.0209077569775507,0.9359955112217924,multiplicative,0.2354728131073533,1696.420029942151,2445.895036637512,0.6561843452949854
prophet,no_wsi_solar,16,2024-10-20 10:00:00,19226.75,16640.99830793059,-2585.75169206941,2585.75169206941,6686111.813039821,13.4487195811464,2025-11-27 19:10:10,0.0209077569775507,0.9359955112217924,multiplicative,0.2354728131073533,1696.420029942151,2445.895036637512,0.6561843452949854
prophet,no_wsi_solar,17,2024-10-20 11:00:00,16628.25,15409.352815491477,-1218.8971845085234,1218.8971845085234,1485710.3464028053,7.330279401066199,2025-11-27 19:10:10,0.0209077569775507,0.9359955112217924,multiplicative,0.2354728131073533,1696.420029942151,2445.895036637512,0.6561843452949854
