model,experiment,sample_index,actual,predicted,residual,absolute_error,squared_error,percentage_error,timestamp,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,info_mae,info_rmse,info_r2
random_forest,no_wsi_wind,42,10223.5,8816.743522491397,-1406.756477508603,1406.756477508603,1978963.7870124127,13.760028146008969,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,43,9315.25,8108.405274870963,-1206.8447251290372,1206.8447251290372,1456474.1905717815,12.955580635278082,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,44,9007.5,8320.330116591744,-687.1698834082563,687.1698834082563,472202.44866331655,7.628863540466205,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,45,8412.5,4493.781824821013,-3918.7181751789867,3918.7181751789867,15356352.136478128,46.58208826358785,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,46,7932.25,5918.9172043858935,-2013.3327956141065,2013.3327956141065,4053508.9458953138,25.381610458716864,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,47,7862.75,7213.883108377736,-648.8668916222641,648.8668916222641,421028.24304353906,8.252416668741075,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,48,8336.5,6368.4015125187325,-1968.0984874812675,1968.0984874812675,3873411.656426053,23.608210729669604,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,49,8403.75,6323.563067545405,-2080.186932454595,2080.186932454595,4327177.673954858,24.753079666245657,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,50,8778.75,7722.509307957769,-1056.2406920422309,1056.2406920422309,1115644.3995258508,12.031789173185564,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,51,8976.0,7640.246758319909,-1335.7532416800914,1335.7532416800914,1784236.7226588726,14.881386382337377,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,52,10428.75,8430.813360759135,-1997.9366392408647,1997.9366392408647,3991750.814421081,19.157968493241746,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,53,11991.75,8611.506387810105,-3380.2436121898954,3380.2436121898954,11426046.877750592,28.188076070524122,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,54,13562.25,11423.930213132664,-2138.319786867336,2138.319786867336,4572411.510908369,15.766703805531968,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,55,14850.5,13533.439824215078,-1317.0601757849217,1317.0601757849217,1734647.5066386089,8.86879348024669,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,56,15829.5,15322.686144379926,-506.8138556200738,506.8138556200738,256860.28424848503,3.2017047640149947,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,57,16659.75,15714.628342900156,-945.121657099844,945.121657099844,893254.9467191552,5.673084272568777,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,58,16580.0,17328.65381668332,748.6538166833197,748.6538166833197,560482.5372345017,4.515402995674718,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,59,17034.25,16409.78416388473,-624.4658361152688,624.4658361152688,389957.5804751417,3.6659426515103517,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,60,17897.75,15755.833707674265,-2141.9162923257354,2141.9162923257354,4587805.403330425,11.96751710312491,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,61,17437.0,17644.146084998338,207.14608499833776,207.14608499833776,42909.50053013857,1.1879686012400008,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,62,18262.75,16174.890646069212,-2087.8593539307876,2087.8593539307876,4359156.681796286,11.432338250973398,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,63,18544.0,17160.95117262599,-1383.0488273740084,1383.0488273740084,1912824.0589006196,7.4582011829878265,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,64,18157.25,16424.091615356865,-1733.158384643135,1733.158384643135,3003837.9862588006,9.545269160485097,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,65,17882.25,17116.82254486486,-765.4274551351409,765.4274551351409,585879.1890746582,4.280375540744106,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,66,17771.25,16744.76025504357,-1026.4897449564305,1026.4897449564305,1053681.1965007177,5.77612573654556,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,67,14820.25,14239.614117517907,-580.6358824820927,580.6358824820927,337138.02802575857,3.9178548437556784,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,68,12375.25,11895.613571768508,-479.63642823149166,479.63642823149166,230051.10328666287,3.8757716266831297,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,69,12804.75,12824.114581694444,19.364581694444496,19.364581694444496,374.98702420081486,0.15122967410085608,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,70,15308.75,10064.835089415898,-5243.9149105841025,5243.9149105841025,27498643.589446276,34.25436375001667,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,71,16847.25,8137.54623238567,-8709.70376761433,8709.70376761433,75858939.71959525,51.698073974145096,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,72,16309.75,7947.874513340826,-8361.875486659173,8361.875486659173,69920961.65439159,51.26918246235562,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,73,16028.25,9120.970956793208,-6907.279043206792,6907.279043206792,47710503.78072374,43.09440546037454,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,74,14871.5,9193.066854700855,-5678.433145299145,5678.433145299145,32244602.985631935,38.18332478428757,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,75,13892.25,9385.376555187866,-4506.873444812134,4506.873444812134,20311908.247552793,32.44163792624585,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,76,12451.75,9079.207760274447,-3372.5422397255534,3372.5422397255534,11374041.158733051,27.084885576106526,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,77,11078.75,9373.411113331109,-1705.338886668891,1705.338886668891,2908180.718385093,15.392881748097498,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,78,9508.25,8871.171705294704,-637.0782947052958,637.0782947052958,405868.7535846077,6.700268658319099,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,79,8373.75,8977.179282051278,603.4292820512783,603.4292820512783,364126.8984369211,7.2062013082616225,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,80,6977.25,9391.126748425184,2413.876748425184,2413.876748425184,5826800.956587738,34.59639182230426,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,81,6147.5,8962.850124021812,2815.350124021812,2815.350124021812,7926196.320829633,45.796667328462505,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,82,5589.25,8628.202859446112,3038.9528594461117,3038.9528594461117,9235234.481935699,54.371388995673385,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,83,5143.25,9134.57911929737,3991.32911929737,3991.32911929737,15930708.138551122,77.6032492935325,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,84,4713.75,7121.196407862969,2407.446407862969,2407.446407862969,5795798.206732312,51.07284874797904,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,85,3939.5,4862.635141241929,923.135141241929,923.135141241929,852178.4889957561,23.432799625322648,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,86,3491.5,3125.6340571026203,-365.8659428973797,365.8659428973797,133857.8881721887,10.478761073931885,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,87,3679.75,3001.6500387043516,-678.0999612956484,678.0999612956484,459819.5575091599,18.427881277092347,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,88,3987.25,2860.132090145966,-1127.1179098540342,1127.1179098540342,1270394.7827137269,28.268052162548308,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,89,4147.75,5998.536657557722,1850.7866575577218,1850.7866575577218,3425411.251793684,44.62146121519522,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,90,4148.0,6632.477437166997,2484.4774371669973,2484.4774371669973,6172628.135791891,59.89579163840424,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,91,3865.75,5779.573691752693,1913.8236917526929,1913.8236917526929,3662721.1231139065,49.50717691903879,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,92,3839.5,3759.793164668665,-79.70683533133479,79.70683533133479,6353.17959853652,2.0759691452305558,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,93,4984.25,4440.5552043408,-543.6947956592003,543.6947956592003,295604.0308268996,10.908256922467965,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,94,6409.5,6609.029340576093,199.5293405760931,199.5293405760931,39811.95775073055,3.1130250499380887,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,95,7612.75,11238.217733093295,3625.4677330932955,3625.4677330932955,13144016.28370064,47.62362790172452,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,96,8245.0,12783.35032971195,4538.35032971195,4538.35032971195,20596623.71519656,55.043666824820434,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,97,8246.5,12725.503099417943,4479.003099417943,4479.003099417943,20061468.764595542,54.31398895789137,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,98,7949.5,12934.773965850118,4985.273965850118,4985.273965850118,24852956.51458296,62.711792764876364,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,99,7645.25,12886.08252364649,5240.83252364649,5240.83252364649,27466325.540910836,68.55017852443851,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,100,7709.5,12305.032686337963,4595.532686337963,4595.532686337963,21118920.67120062,59.60869947898051,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,101,7779.75,11990.839571945413,4211.089571945413,4211.089571945413,17733275.3829474,54.12885467964909,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,102,8389.75,11763.386664294037,3373.6366642940375,3373.6366642940375,11381424.342669,40.21140873434865,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,103,8795.0,11714.932823024197,2919.932823024197,2919.932823024197,8526007.690974059,33.19991839705374,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,104,8998.5,9427.167841016622,428.66784101662233,428.66784101662233,183756.1179218522,4.763769972952669,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,105,9667.5,6277.544381073789,-3389.955618926211,3389.955618926211,11491799.098289391,35.06548351613865,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,106,10569.0,8070.543037618632,-2498.4569623813677,2498.4569623813677,6242287.192871931,23.639483038877884,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,107,11578.75,7636.311537849211,-3942.438462150789,3942.438462150789,15542821.027845876,34.048912552282275,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,108,11580.0,6359.479874292375,-5220.520125707625,5220.520125707625,27253830.382918358,45.08221179363658,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,109,9419.75,4973.266404987374,-4446.483595012626,4446.483595012626,19771216.36071641,47.203838690070384,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,110,7602.0,7708.280280760906,106.28028076090595,106.28028076090595,11295.498078616996,1.3980568371581972,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,111,6751.5,10401.276747079311,3649.7767470793115,3649.7767470793115,13320870.30352084,54.05875356696891,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,112,6557.0,10002.964136356697,3445.964136356697,3445.964136356697,11874668.829056557,52.55397493291812,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,113,7127.25,10152.04210454823,3024.792104548231,3024.792104548231,9149367.275737315,42.439820471345705,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,114,8362.25,10096.634328033078,1734.3843280330784,1734.3843280330784,3008088.997326753,20.740641908948003,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,115,9477.75,9782.920474560158,305.17047456015825,305.17047456015825,93129.01854327219,3.219862040672483,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,116,10705.0,10524.679304223555,-180.32069577644506,180.32069577644506,32515.55332530125,1.6844530198624623,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,117,15038.5,12574.50696261908,-2463.99303738092,2463.99303738092,6071261.688261653,16.384566528438885,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,118,18019.25,12542.976151945271,-5476.273848054729,5476.273848054729,29989575.258888144,30.391241855525003,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,119,20261.75,16329.350667624045,-3932.399332375955,3932.399332375955,15463764.509270856,19.407994533414012,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,120,19788.5,15598.163955821958,-4190.336044178042,4190.336044178042,17558916.163137686,21.17561232117606,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,121,17802.25,15636.843576083642,-2165.406423916358,2165.406423916358,4688984.98073823,12.163667086548845,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,122,16377.5,14834.266785624104,-1543.2332143758958,1543.2332143758958,2381568.7539529596,9.422886364676865,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,123,14651.75,15024.930388528144,373.18038852814425,373.18038852814425,139263.6023820167,2.5470021569293055,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,124,13279.75,14067.301156433847,787.5511564338467,787.5511564338467,620236.8240002893,5.930466736446497,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,125,12212.25,12051.253068638265,-160.99693136173482,160.99693136173482,25920.011907895154,1.3183232521574892,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
