model,experiment,sample_index,actual,predicted,residual,absolute_error,squared_error,percentage_error,timestamp,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,info_mae,info_rmse,info_r2
random_forest,no_wsi_wind,318,12669.25,15295.569426687898,2626.319426687898,2626.319426687898,6897553.73099825,20.72987293396077,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,319,12409.5,14189.784154827812,1780.284154827812,1780.284154827812,3169411.671930977,14.346139287049256,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,320,12072.5,12747.630442491532,675.1304424915324,675.1304424915324,455801.11437881243,5.5923002070074395,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,321,11224.5,13446.847184135306,2222.3471841353057,2222.3471841353057,4938827.006834122,19.799075095846813,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,322,9769.25,13236.36183831446,3467.1118383144603,3467.1118383144603,12020864.499380276,35.49005131725476,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,323,8049.0,8140.966116799866,91.96611679986563,91.96611679986563,8457.766639246527,1.1425781687135217,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,324,5733.5,7378.68699582015,1645.1869958201496,1645.1869958201496,2706640.251215729,28.69428788379315,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,325,3289.25,4626.590159888723,1337.340159888723,1337.340159888723,1788478.7032511954,40.65790559807425,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,326,2000.75,4681.194564289876,2680.4445642898763,2680.4445642898763,7184783.062231145,133.9719887180547,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,327,1484.75,4602.71198892774,3117.96198892774,3117.96198892774,9721686.96439823,209.99912368457586,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,328,1432.75,3648.0272736638376,2215.2772736638376,2215.2772736638376,4907453.399211485,154.61715397999484,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,329,1589.5,2803.179425664614,1213.679425664614,1213.679425664614,1473017.7482815871,76.35605068618926,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,330,1729.25,3087.9573026764906,1358.7073026764906,1358.7073026764906,1846085.5343464247,78.57205740457619,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,331,1743.75,3030.8735089077604,1287.1235089077604,1287.1235089077604,1656686.9271830255,73.81353456059522,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,332,2107.25,3269.1724839119224,1161.9224839119224,1161.9224839119224,1350063.8586200515,55.13928028978092,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,333,2666.25,4480.563730373793,1814.313730373793,1814.313730373793,3291734.3122228687,68.04739729458935,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,334,3104.75,6693.688885017759,3588.9388850177593,3588.9388850177593,12880482.320392517,115.59510057190434,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,335,3380.5,8851.784214493839,5471.284214493839,5471.284214493839,29934950.95576946,161.8483719709408,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,336,3645.25,7867.360201600484,4222.110201600484,4222.110201600484,17826214.554458883,115.82498324089985,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,337,3902.5,8097.388012033106,4194.888012033106,4194.888012033106,17597085.433499064,107.4923257404832,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,338,4331.25,8110.964036050756,3779.7140360507556,3779.7140360507556,14286238.194319092,87.2661249302633,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,339,4601.25,8358.233701229326,3756.9837012293265,3756.9837012293265,14114926.53130281,81.65137084968566,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,340,4838.25,8435.742138864609,3597.492138864609,3597.492138864609,12941949.689192658,74.35523461700353,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,341,4885.75,8924.826028592935,4039.0760285929355,4039.0760285929355,16314135.16475408,82.67054246706581,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,342,5090.5,9015.157469069127,3924.657469069127,3924.657469069127,15402936.249520084,77.09768134881479,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,343,5252.0,9123.251716131093,3871.2517161310934,3871.2517161310934,14986589.849647935,73.71004790791551,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,344,5363.25,9290.083378829506,3926.833378829506,3926.833378829506,15420020.385089554,73.21742187707424,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,345,5505.0,7583.329612918332,2078.329612918332,2078.329612918332,4319453.979933263,37.7534897895469,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,346,5935.0,7580.822079594019,1645.8220795940188,1645.8220795940188,2708730.3176791808,27.730784828833123,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,347,6503.75,8993.496578508295,2489.746578508295,2489.746578508295,6198838.025193761,38.281707914733296,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,348,6303.75,10162.47985349026,3858.72985349026,3858.72985349026,14889796.082216965,61.21324375941525,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,349,5860.25,8439.96331670066,2579.7133167006596,2579.7133167006596,6654920.796362718,44.0205335386077,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,350,5133.5,7156.060602241509,2022.5606022415086,2022.5606022415086,4090751.389739534,39.399252015926145,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,351,4937.75,4065.804509289323,-871.945490710677,871.945490710677,760288.9387706832,17.65876139352764,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,352,5253.75,8831.145183830058,3577.395183830058,3577.395183830058,12797756.301290495,68.0922233418653,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,353,5871.75,9822.166077707014,3950.4160777070138,3950.4160777070138,15605787.187006067,67.27834253332118,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,354,5983.5,6774.360852917918,790.8608529179182,790.8608529179182,625460.8886780571,13.217361960668446,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,355,6229.5,6748.8499911199915,519.3499911199915,519.3499911199915,269724.4132763352,8.336945037629953,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,356,7030.75,5289.124306970808,-1741.625693029192,1741.625693029192,3033260.0546194133,24.7715491665429,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,357,7911.0,4749.101476131508,-3161.898523868492,3161.898523868492,9997602.275241747,39.96837977328397,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,358,8607.75,6540.127933736404,-2067.622066263596,2067.622066263596,4275061.008900142,24.02047069514326,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,359,9152.0,8348.859820492007,-803.1401795079928,803.1401795079928,645034.1479401309,8.775570143215857,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,360,9834.75,7362.101700643107,-2472.6482993568934,2472.6482993568934,6113989.612312537,25.14195377975423,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,361,9098.0,6545.678425244894,-2552.3215747551058,2552.3215747551058,6514345.420960383,28.053655471007914,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,362,7618.0,6670.771841148433,-947.2281588515671,947.2281588515671,897241.1849213296,12.434079270810235,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,363,6574.25,6183.705840267371,-390.54415973262894,390.54415973262894,152524.7407012652,5.94051275403331,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,364,5697.75,5991.548301042707,293.79830104270695,293.79830104270695,86317.44169558106,5.156391576362447,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,365,4947.25,6032.816592310467,1085.566592310467,1085.566592310467,1178454.8263405599,21.94282868883264,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,366,4338.5,6050.837004426127,1712.3370044261274,1712.3370044261274,2932098.0167270433,39.46841084296832,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,367,3918.25,6651.384711885335,2733.1347118853346,2733.1347118853346,7470025.353312531,69.75396444531,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,368,3638.25,5987.6670885989015,2349.4170885989015,2349.4170885989015,5519760.656200538,64.57547141049803,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,369,3446.5,6592.045038260349,3145.5450382603494,3145.5450382603494,9894453.587724304,91.26780903093639,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,370,3470.75,6012.896655282217,2542.1466552822167,2542.1466552822167,6462509.616962561,73.24487950082525,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,371,3484.75,5456.78154680736,1972.0315468073604,1972.0315468073604,3888908.4216034305,56.59033063495807,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,372,3275.0,4740.300980015597,1465.300980015597,1465.300980015597,2147106.962034669,44.742014656828175,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,373,2728.25,4430.081866289047,1701.831866289047,1701.831866289047,2896231.7011168604,62.37814959343202,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,374,2140.0,3268.5462556193797,1128.5462556193797,1128.5462556193797,1273616.6510725224,52.735806337107775,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,375,1902.5,2796.8684110334107,894.3684110334107,894.3684110334107,799894.8546544279,47.01016615131194,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,376,1684.5,2915.298884525197,1230.798884525197,1230.798884525197,1514865.8941484694,73.06612552792464,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,377,1689.25,2006.9047981116103,317.65479811161026,317.65479811161026,100904.57076332788,18.80448708656089,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,378,1816.75,2234.4774328657454,417.7274328657454,417.7274328657454,174496.20816860584,22.99311588624996,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,379,2179.25,2552.008190261128,372.7581902611282,372.7581902611282,138948.66840675147,17.104884261072286,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,380,3269.25,2765.939971736597,-503.3100282634032,503.3100282634032,253320.9845505077,15.395275009921654,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,381,5011.5,4812.838713328338,-198.6612866716623,198.6612866716623,39466.306822040395,3.9641082843712643,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,382,6608.75,6314.400029616218,-294.3499703837824,294.3499703837824,86641.90506493358,4.453943187188758,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,383,7927.5,7618.491263403267,-309.0087365967329,309.0087365967329,95486.39929310905,3.897934236472319,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,384,8727.5,8583.81339596898,-143.68660403101967,143.68660403101967,20645.84017796704,1.6463661304022346,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,385,9175.25,8597.021547802893,-578.2284521971069,578.2284521971069,334348.1429302619,6.302045744764192,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,386,9397.5,9617.716090357922,220.21609035792244,220.21609035792244,48495.12645252866,2.3433475962510038,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,387,9779.75,9016.703557487654,-763.0464425123464,763.0464425123464,582239.8734307475,7.802310309686507,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,388,9625.5,10175.0883614233,549.5883614233007,549.5883614233007,302047.36701194866,5.709712341413222,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,389,9348.75,10309.346433392997,960.5964333929969,960.5964333929969,922745.5078473464,10.275132326695754,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,390,9037.5,9833.98605323843,796.48605323843,796.48605323843,634390.0330033312,8.81312368727578,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,391,8647.25,11059.419564151125,2412.169564151125,2412.169564151125,5818562.006217029,27.89522176586007,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,392,7981.0,10831.474167686481,2850.4741676864815,2850.4741676864815,8125202.980647939,35.715752007053126,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,393,7315.25,10180.771197358203,2865.5211973582027,2865.5211973582027,8211211.732509187,39.17188335811196,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,394,6739.0,9878.153507152572,3139.1535071525723,3139.1535071525723,9854284.741468295,46.581889110371186,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,395,6481.25,9298.111714042901,2816.8617140429014,2816.8617140429014,7934709.916040713,43.46170436317925,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,396,5996.5,8630.761203656353,2634.2612036563532,2634.2612036563532,6939332.089089019,43.92997921540832,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,397,5046.75,7977.5053460601885,2930.7553460601885,2930.7553460601885,8589326.898460375,58.07213248237739,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,398,4178.0,8136.5609128024735,3958.5609128024735,3958.5609128024735,15670204.500367552,94.74774803238388,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,399,3323.75,8480.16973560467,5156.41973560467,5156.41973560467,26588664.48973333,155.13861558748872,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,400,2377.75,7783.011829739703,5405.261829739703,5405.261829739703,29216855.448041003,227.32675132864978,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,401,1785.25,4392.315868867246,2607.0658688672456,2607.0658688672456,6796792.444612526,146.0336574066737,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,402,1716.5,3623.058820679321,1906.558820679321,1906.558820679321,3634966.536710123,111.07246260811033,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,403,1734.25,2964.0593365523387,1229.8093365523387,1229.8093365523387,1512431.0042713033,70.91303656019878,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,404,2153.75,3913.5898535631063,1759.8398535631063,1759.8398535631063,3097036.3101890157,81.71049813371725,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,405,2486.75,5099.460959207459,2612.7109592074594,2612.7109592074594,6826258.556362762,105.06528437506597,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,406,2415.0,6625.6106710650465,4210.6106710650465,4210.6106710650465,17729242.22328684,174.35240873903152,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,407,2230.75,7346.1290966637525,5115.3790966637525,5115.3790966637525,26167103.30258447,229.31207426384944,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,408,2012.75,6894.756691572317,4882.006691572317,4882.006691572317,23833989.33655688,242.55405249276177,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,409,1759.75,6374.746758999784,4614.996758999784,4614.996758999784,21298195.085578512,262.2529767849728,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,410,1531.75,6471.631983879072,4939.881983879072,4939.881983879072,24402434.01465304,322.49923184898466,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,411,1271.75,5178.971420593296,3907.221420593296,3907.221420593296,15266379.229543094,307.23187895125403,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,412,1122.25,5567.756581300645,4445.506581300645,4445.506581300645,19762528.764387347,396.12444475482584,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,413,991.75,4806.326551531801,3814.5765515318008,3814.5765515318008,14550994.267496245,384.63085974220695,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,414,906.25,5258.674266965877,4352.424266965877,4352.424266965877,18943596.999673452,480.26750531507315,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,415,752.5,3585.118918865857,2832.618918865857,2832.618918865857,8023729.939516775,376.42776329943047,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,416,556.25,3380.384848068598,2824.134848068598,2824.134848068598,7975737.640075442,507.70963559871046,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,417,442.5,3454.3134086562945,3011.8134086562945,3011.8134086562945,9071020.008561848,680.6357985510126,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,418,392.25,3295.102115276063,2902.852115276063,2902.852115276063,8426550.403162714,740.0515271388292,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,419,326.0,3164.0142543383886,2838.0142543383886,2838.0142543383886,8054324.907827879,870.5565197089978,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,420,237.5,4613.724262896825,4376.224262896825,4376.224262896825,19151338.799166862,1842.6207421947634,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,421,133.75,3469.6113816600064,3335.8613816600064,3335.8613816600064,11127971.157650607,2494.101967409791,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,422,91.25,3456.2546489482747,3365.0046489482747,3365.0046489482747,11323256.287443502,3687.676327210419,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,423,63.0,5110.343004988068,5047.343004988068,5047.343004988068,25475671.410001982,8011.655562201432,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,424,58.75,4172.908453067766,4114.158453067766,4114.158453067766,16926299.77694895,7002.82289764678,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,425,51.75,3120.242688734876,3068.492688734876,3068.492688734876,9415647.38081939,5929.454469839479,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,426,46.5,3413.925153020591,3367.425153020591,3367.425153020591,11339552.161195751,7241.774521067557,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,427,49.25,3505.0670708596963,3455.8170708596963,3455.8170708596963,11942671.62724529,7016.887452097477,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,428,93.0,4015.3335414862904,3922.3335414862904,3922.3335414862904,15384700.410668384,4217.5629473812205,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,429,113.5,5215.035115016928,5101.535115016928,5101.535115016928,26025660.529750783,4494.744594332558,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,430,104.25,5865.616840655873,5761.366840655873,5761.366840655873,33193347.87260903,5526.490973720119,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,431,134.0,4490.11559633422,4356.11559633422,4356.11559633422,18975743.088626236,3250.832534335176,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,432,128.0,3445.508014991951,3317.508014991951,3317.508014991951,11005859.429535834,2591.803136509977,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,433,123.25,3447.4794852300465,3324.2294852300465,3324.2294852300465,11050501.67047282,2697.1435983450974,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,434,232.75,3627.988259004883,3395.238259004883,3395.238259004883,11527642.835410507,1458.7489833980699,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,435,242.5,3752.95511781968,3510.45511781968,3510.45511781968,12323295.134226382,1447.6103578040902,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,436,343.25,4738.472832736708,4395.222832736708,4395.222832736708,19317983.749410097,1280.4727844453491,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,437,474.5,4807.674868645243,4333.174868645243,4333.174868645243,18776404.44225872,913.2086129723756,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,438,555.0,5947.393015269453,5392.393015269453,5392.393015269453,29077902.43112678,971.6023450760888,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,439,534.0,5985.735458090522,5451.735458090522,5451.735458090522,29721419.505001474,1020.9242430689944,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,440,514.75,8026.831499923686,7512.081499923686,7512.081499923686,56431368.461495705,1459.3650315255463,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,441,563.5,7500.177540105727,6936.677540105727,6936.677540105727,48117495.295407236,1230.9986761282391,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,442,599.25,5863.724755334943,5264.474755334943,5264.474755334943,27714694.449558914,878.510597454667,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,443,755.75,8536.915140755076,7781.165140755076,7781.165140755076,60546530.94770197,1029.5951228120564,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,444,927.5,7627.222851805878,6699.722851805878,6699.722851805878,44886286.29100989,722.342086440285,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
random_forest,no_wsi_wind,445,958.0,8417.681156800718,7459.681156800718,7459.681156800718,55646842.9611277,778.6723545639719,2025-11-27 21:44:23,None,4,2,100,3859.507438071531,4813.481650254289,0.8602843628365697
