model,experiment,sample_index,actual,predicted,residual,absolute_error,squared_error,percentage_error,timestamp,param_batch_size,param_dropout,param_learning_rate,param_max_steps,param_mlp_units_choice,param_n_blocks_choice,info_mae,info_rmse,info_r2
nhits,no_wsi_solar,39,17403.75,11245.889,-6157.861328125,6157.861328125,37919256.13641739,35.38238211949414,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,40,17662.75,12263.971,-5398.779296875,5398.779296875,29146817.89636612,30.565904498857442,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,41,16252.5,12236.062,-4016.4384765625,4016.4384765625,16131778.036011696,24.712742510752367,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,42,13279.5,10582.524,-2696.9755859375,2696.9755859375,7273677.311142921,20.309315756884438,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,43,7840.0,8198.576,358.576171875,358.576171875,128576.87103652954,4.573675661665084,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,44,2150.25,5093.5723,2943.322265625,2943.322265625,8663145.959323883,136.88279342454655,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,45,62.25,2718.2366,2655.986572265625,2655.986572265625,7054264.672055304,4266.645095323632,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,46,30.0,1050.8384,1020.83837890625,1020.83837890625,1042110.9958479404,3402.794595219902,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,47,18.0,-5.710449,-23.71044921875,23.71044921875,562.1854021549225,131.72471780876404,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,48,12.75,-266.9375,-279.6875,279.6875,78225.09765625,2193.6274492598995,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,49,11.25,-342.0869,-353.3369140625,353.3369140625,124846.97483921051,3140.772566652646,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,50,8.25,-50.313965,-58.56396484375,58.56396484375,3429.737978219986,709.866239669859,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,51,7.25,-42.557617,-49.8076171875,49.8076171875,2480.7987298965454,687.0016154317219,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,52,7.0,-201.75635,-208.75634765625,208.75634765625,43579.212686777115,2982.2335336860947,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,53,6.25,-384.16406,-390.4140625,390.4140625,152423.1401977539,6246.6249900054,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,54,5.0,-463.59326,-468.59326171875,468.59326171875,219579.64492821693,9371.86521563127,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,55,5.5,-284.48584,-289.98583984375,289.98583984375,84091.78730988503,5272.469805754601,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,56,9.5,-24.686035,-34.18603515625,34.18603515625,1168.684999704361,359.85300126594416,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,57,8.5,569.0449,560.544921875,560.544921875,314210.60943984985,6594.646131947475,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,58,20.0,1392.5635,1372.5634765625,1372.5634765625,1883930.4971933365,6862.817379381092,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,59,1177.25,2447.9993,1270.749267578125,1270.749267578125,1614803.7010503411,107.94217605158896,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,60,5028.5,4559.99,-468.509765625,468.509765625,219501.40048599243,9.317087911386464,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,61,9846.25,6700.451,-3145.798828125,3145.798828125,9896050.267032623,31.949207344134113,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,62,14111.25,8957.072,-5154.177734375,5154.177734375,26565548.117527008,36.52530948265637,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,63,16349.5,10463.959,-5885.541015625,5885.541015625,34639593.04660416,35.99829362134255,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,64,16945.75,11763.248,-5182.501953125,5182.501953125,26858326.49414444,30.582901040803396,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,65,16258.5,11681.586,-4576.9140625,4576.9140625,20948142.335510254,28.15089991387388,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,66,12562.5,9940.447,-2622.052734375,2622.052734375,6875160.541843414,20.87206156714756,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,67,7026.0,7653.9937,627.99365234375,627.99365234375,394376.02738404274,8.938139088284318,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,68,1804.5,4657.255,2852.7548828125,2852.7548828125,8138210.421410561,158.09115449136553,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,69,70.5,2428.8352,2358.335205078125,2358.335205078125,5561744.939510882,3345.156318785262,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,70,41.25,980.5337,939.28369140625,939.28369140625,882253.8529417515,2277.051372554048,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,71,21.75,39.55127,17.80126953125,17.80126953125,316.8851969242096,81.84491734742763,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,72,27.75,-138.94873,-166.69873046875,166.69873046875,27788.46673989296,600.716145616859,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,73,21.5,-116.26367,-137.763671875,137.763671875,18978.829288482666,640.7612642368553,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,74,18.75,106.416016,87.666015625,87.666015625,7685.330295562744,467.5520830839722,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,75,17.5,210.29688,192.796875,192.796875,37170.635009765625,1101.6964279418878,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,76,15.0,255.4497,240.44970703125,240.44970703125,57816.061611413956,1602.9980458063346,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,77,12.25,42.890625,30.640625,30.640625,938.847900390625,250.1275508162224,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,78,11.5,-123.40723,-134.9072265625,134.9072265625,18199.959778785706,1173.10631691469,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,79,11.5,-303.39014,-314.89013671875,314.89013671875,99155.79820275307,2738.175099521152,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,80,9.5,-465.8208,-475.32080078125,475.32080078125,225929.86365532875,5003.376845062235,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,81,8.0,-76.37256,-84.37255859375,84.37255859375,7118.728643655777,1054.6569811035538,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,82,28.75,981.48145,952.7314453125,952.7314453125,907697.2068872452,3313.8485042821394,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,83,1169.75,2208.5342,1038.7841796875,1038.7841796875,1079072.5719690323,88.80394782463088,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,84,5825.0,4178.0015,-1646.99853515625,1646.99853515625,2712604.1748068333,28.274652964007252,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,85,12044.25,6958.0693,-5086.1806640625,5086.1806640625,25869233.747483253,42.22911899087346,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,86,17493.0,9435.721,-8057.279296875,8057.279296875,64919749.667850494,46.06001999011258,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,87,20481.75,11014.496,-9467.25390625,9467.25390625,89628896.52540588,46.22287600544571,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,88,21225.25,11770.342,-9454.908203125,9454.908203125,89395289.12952042,44.545568146997304,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,89,19152.0,11568.028,-7583.9716796875,7583.9716796875,57516626.43830204,39.59884962240779,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,90,14757.0,9784.385,-4972.615234375,4972.615234375,24726902.269138336,33.696654024338486,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,91,8305.25,7479.807,-825.44287109375,825.44287109375,681355.9334394932,9.938808236871328,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,92,2058.0,4319.335,2261.3349609375,2261.3349609375,5113635.805558205,109.88022161936404,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,93,59.5,1954.7275,1895.2275390625,1895.2275390625,3591887.4248209,3185.256367636932,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,94,18.0,439.3335,421.33349609375,421.33349609375,177521.91493058205,2340.7416436648655,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,95,9.75,-335.72412,-345.47412109375,345.47412109375,119352.36834549904,3543.3243152760774,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,96,9.75,-42.430176,-52.18017578125,52.18017578125,2722.770744562149,535.1812895151986,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,97,6.5,223.98975,217.48974609375,217.48974609375,47301.78965592384,3345.996088602314,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,98,6.0,439.8999,433.89990234375,433.89990234375,188269.1252539158,7231.665027009725,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,99,5.5,446.1455,440.6455078125,440.6455078125,194168.463555336,8011.736491115024,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,100,5.5,225.29004,219.7900390625,219.7900390625,48307.661271095276,3996.1825211433043,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,101,6.25,-30.31543,-36.5654296875,36.5654296875,1337.0306482315063,585.046874063925,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,102,5.25,-231.67822,-236.92822265625,236.92822265625,56134.982691049576,4512.918518189679,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,103,5.25,-372.87988,-378.1298828125,378.1298828125,142982.20827579498,7202.473944614336,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,104,5.25,-331.7334,-336.9833984375,336.9833984375,113557.81082248688,6418.7313865833685,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,105,6.25,222.99414,216.744140625,216.744140625,46978.022495269775,3467.9062444513497,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,106,15.5,1216.7788,1201.27880859375,1201.27880859375,1443070.7759764194,7750.185856895041,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,107,950.75,2697.155,1746.405029296875,1746.405029296875,3049930.526353419,183.68709221966935,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,108,5177.5,5086.8765,-90.62353515625,90.62353515625,8212.62512421608,1.750333851396909,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
nhits,no_wsi_solar,109,10991.0,7824.504,-3166.49609375,3166.49609375,10026697.511734009,28.809899861223897,2025-11-27 20:46:24,64,0.04293899661267342,0.0004922906542203383,1000,0,1,2298.9839578627452,3462.2121579527757,0.3110981199742463
