model,experiment,sample_index,datetime,actual,predicted,residual,absolute_error,squared_error,percentage_error,timestamp,param_d,param_p,param_q,param_trend,info_mae,info_rmse,info_r2
sarimax,no_wsi_wind,263,2024-10-30 17:00:00,6352.5,7602.458436424033,1249.9584364240327,1249.9584364240327,1562396.0927876127,19.676638117624005,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,264,2024-10-30 18:00:00,6221.0,8586.602578821225,2365.6025788212246,2365.6025788212246,5596075.560925628,38.02608228287128,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,265,2024-10-30 19:00:00,5986.75,9595.578685398052,3608.8286853980535,3608.8286853980535,13023644.480551844,60.28026367214308,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,266,2024-10-30 20:00:00,6072.0,9604.084122147284,3532.084122147284,3532.084122147284,12475618.245924948,58.17002836201362,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,267,2024-10-30 21:00:00,6492.75,10374.859730832351,3882.109730832353,3882.109730832353,15070775.962223249,59.791455559298825,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,268,2024-10-30 22:00:00,7591.0,10376.171200341912,2785.1712003419125,2785.1712003419125,7757178.61521401,36.69043868183696,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,269,2024-10-30 23:00:00,8234.25,10852.278328851542,2618.028328851542,2618.028328851542,6854072.330669198,31.794375065711662,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,270,2024-10-31 00:00:00,8535.25,11069.524281444066,2534.274281444066,2534.274281444066,6422546.133588838,29.691857666044896,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,271,2024-10-31 01:00:00,9675.25,10158.156302129535,482.9063021295369,482.9063021295369,233198.4966364236,4.991150638268135,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,272,2024-10-31 02:00:00,9915.75,9610.395495562612,-305.35450443738773,305.35450443738773,93241.37338020264,3.0794897454764367,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,273,2024-10-31 03:00:00,9902.75,9178.128906025617,-724.6210939743833,724.6210939743833,525075.729832632,7.3173723861922335,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,274,2024-10-31 04:00:00,9697.5,8614.060308644053,-1083.4396913559467,1083.4396913559467,1173841.564805469,11.172360828613863,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,275,2024-10-31 05:00:00,9626.25,7740.877077518326,-1885.3729224816743,1885.3729224816743,3554631.0568270897,19.58574650024377,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,276,2024-10-31 06:00:00,10688.75,7291.201830701644,-3397.548169298356,3397.548169298356,11543333.56270261,31.78620670607112,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,277,2024-10-31 07:00:00,11566.25,7991.344735647495,-3574.9052643525047,3574.9052643525047,12779947.649095252,30.90807534291074,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,278,2024-10-31 08:00:00,12696.75,8194.695952223396,-4502.054047776604,4502.054047776604,20268490.649101708,35.458318449784855,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,279,2024-10-31 09:00:00,14692.0,9598.25483525652,-5093.745164743479,5093.745164743479,25946239.803347573,34.67019578505317,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,280,2024-10-31 10:00:00,15992.0,10980.244171394015,-5011.755828605983,5011.755828605983,25117696.48556604,31.339143500518063,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,281,2024-10-31 11:00:00,16938.25,13227.857377576622,-3710.392622423378,3710.392622423378,13767013.412533836,21.90540712541843,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,282,2024-10-31 12:00:00,17377.0,13764.159132473227,-3612.840867526771,3612.840867526771,13052619.134071592,20.790935532742655,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,283,2024-10-31 13:00:00,17449.5,13676.923257279346,-3772.576742720654,3772.576742720654,14232335.27971678,21.619970444531315,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,284,2024-10-31 14:00:00,17544.5,13806.72471181922,-3737.775288180779,3737.775288180779,13970964.104934908,21.304541526852567,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,285,2024-10-31 15:00:00,18160.25,14081.330624524757,-4078.919375475245,4078.919375475245,16637583.271627365,22.460700571154025,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,286,2024-10-31 16:00:00,18453.25,15046.362790907911,-3406.887209092087,3406.887209092087,11606880.455475269,18.462261168575942,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,287,2024-10-31 17:00:00,18855.75,15960.404161148172,-2895.3458388518284,2895.3458388518284,8383027.526556598,15.355240915107023,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,288,2024-10-31 18:00:00,19763.75,17750.1083778225,-2013.6416221775,2013.6416221775,4054752.582565633,10.188560481570962,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,289,2024-10-31 19:00:00,20678.5,19243.238246498244,-1435.2617535017562,1435.2617535017562,2059976.301064936,6.940840745223599,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,290,2024-10-31 20:00:00,20182.5,20319.051272176497,136.55127217649715,136.55127217649715,18646.249933019804,0.6765825451575845,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,291,2024-10-31 21:00:00,20760.0,22116.04760540218,1356.0476054021783,1356.0476054021783,1838865.1081169816,6.532021220623917,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
