model,experiment,sample_index,datetime,actual,predicted,residual,absolute_error,squared_error,percentage_error,timestamp,param_bagging_temperature,param_depth,param_iterations,param_l2_leaf_reg,param_learning_rate,param_random_strength,param_subsample,info_mae,info_rmse,info_r2
catboost,no_wsi_wind,11,2024-10-20 05:00:00,11822.5,9074.53642858717,-2747.963571412831,2747.963571412831,7551303.78981196,23.243506630666158,2025-11-27 20:33:21,0.8414796448896724,5,1900,5.874877449515296,0.2003204975785143,8.90949992120902,0.7289066319326285,3702.318570034582,4638.310025680467,0.8702683559592058
catboost,no_wsi_wind,12,2024-10-20 06:00:00,11933.75,7510.258050464124,-4423.491949535876,4423.491949535876,19567281.027608708,37.06707405075663,2025-11-27 20:33:21,0.8414796448896724,5,1900,5.874877449515296,0.2003204975785143,8.90949992120902,0.7289066319326285,3702.318570034582,4638.310025680467,0.8702683559592058
catboost,no_wsi_wind,13,2024-10-20 07:00:00,11748.5,6358.100248462555,-5390.399751537445,5390.399751537445,29056409.48137495,45.8815997917424,2025-11-27 20:33:21,0.8414796448896724,5,1900,5.874877449515296,0.2003204975785143,8.90949992120902,0.7289066319326285,3702.318570034582,4638.310025680467,0.8702683559592058
catboost,no_wsi_wind,14,2024-10-20 08:00:00,11833.0,7390.496729687295,-4442.503270312705,4442.503270312705,19735835.30673908,37.54333871637751,2025-11-27 20:33:21,0.8414796448896724,5,1900,5.874877449515296,0.2003204975785143,8.90949992120902,0.7289066319326285,3702.318570034582,4638.310025680467,0.8702683559592058
catboost,no_wsi_wind,15,2024-10-20 09:00:00,13405.25,7574.560644089668,-5830.689355910332,5830.689355910332,33996938.36512604,43.49556596039598,2025-11-27 20:33:21,0.8414796448896724,5,1900,5.874877449515296,0.2003204975785143,8.90949992120902,0.7289066319326285,3702.318570034582,4638.310025680467,0.8702683559592058
catboost,no_wsi_wind,16,2024-10-20 10:00:00,14577.25,8163.796679904663,-6413.4533200953365,6413.4533200953365,41132383.489041895,43.99631837343077,2025-11-27 20:33:21,0.8414796448896724,5,1900,5.874877449515296,0.2003204975785143,8.90949992120902,0.7289066319326285,3702.318570034582,4638.310025680467,0.8702683559592058
catboost,no_wsi_wind,17,2024-10-20 11:00:00,14957.25,10631.11582880711,-4326.134171192891,4326.134171192891,18715436.8671628,28.92332595356766,2025-11-27 20:33:21,0.8414796448896724,5,1900,5.874877449515296,0.2003204975785143,8.90949992120902,0.7289066319326285,3702.318570034582,4638.310025680467,0.8702683559592058
catboost,no_wsi_wind,18,2024-10-20 12:00:00,16896.5,10717.242232628832,-6179.257767371168,6179.257767371168,38183226.55561691,36.571229351448586,2025-11-27 20:33:21,0.8414796448896724,5,1900,5.874877449515296,0.2003204975785143,8.90949992120902,0.7289066319326285,3702.318570034582,4638.310025680467,0.8702683559592058
catboost,no_wsi_wind,19,2024-10-20 13:00:00,18144.75,11630.776005373942,-6513.973994626058,6513.973994626058,42431857.20266456,35.90004819367844,2025-11-27 20:33:21,0.8414796448896724,5,1900,5.874877449515296,0.2003204975785143,8.90949992120902,0.7289066319326285,3702.318570034582,4638.310025680467,0.8702683559592058
catboost,no_wsi_wind,20,2024-10-20 14:00:00,21086.0,13315.40668601878,-7770.593313981219,7770.593313981219,60382120.45128962,36.85190796726517,2025-11-27 20:33:21,0.8414796448896724,5,1900,5.874877449515296,0.2003204975785143,8.90949992120902,0.7289066319326285,3702.318570034582,4638.310025680467,0.8702683559592058
catboost,no_wsi_wind,21,2024-10-20 15:00:00,25233.75,14108.957101300604,-11124.792898699396,11124.792898699396,123761017.0389525,44.086958532501065,2025-11-27 20:33:21,0.8414796448896724,5,1900,5.874877449515296,0.2003204975785143,8.90949992120902,0.7289066319326285,3702.318570034582,4638.310025680467,0.8702683559592058
catboost,no_wsi_wind,22,2024-10-20 16:00:00,27759.75,19473.57484285325,-8286.175157146754,8286.175157146754,68660698.73491603,29.849602958037337,2025-11-27 20:33:21,0.8414796448896724,5,1900,5.874877449515296,0.2003204975785143,8.90949992120902,0.7289066319326285,3702.318570034582,4638.310025680467,0.8702683559592058
catboost,no_wsi_wind,23,2024-10-20 17:00:00,29930.0,22552.771653684697,-7377.228346315303,7377.228346315303,54423498.07367802,24.64827379322699,2025-11-27 20:33:21,0.8414796448896724,5,1900,5.874877449515296,0.2003204975785143,8.90949992120902,0.7289066319326285,3702.318570034582,4638.310025680467,0.8702683559592058
catboost,no_wsi_wind,24,2024-10-20 18:00:00,30683.0,24254.88283298804,-6428.117167011958,6428.117167011958,41320690.312833846,20.95009342961856,2025-11-27 20:33:21,0.8414796448896724,5,1900,5.874877449515296,0.2003204975785143,8.90949992120902,0.7289066319326285,3702.318570034582,4638.310025680467,0.8702683559592058
catboost,no_wsi_wind,25,2024-10-20 19:00:00,29967.25,24530.7783015179,-5436.471698482099,5436.471698482099,29555224.52839684,18.14137666445965,2025-11-27 20:33:21,0.8414796448896724,5,1900,5.874877449515296,0.2003204975785143,8.90949992120902,0.7289066319326285,3702.318570034582,4638.310025680467,0.8702683559592058
catboost,no_wsi_wind,26,2024-10-20 20:00:00,29288.0,24210.908581931537,-5077.091418068463,5077.091418068463,25776857.26742444,17.335056740189597,2025-11-27 20:33:21,0.8414796448896724,5,1900,5.874877449515296,0.2003204975785143,8.90949992120902,0.7289066319326285,3702.318570034582,4638.310025680467,0.8702683559592058
catboost,no_wsi_wind,27,2024-10-20 21:00:00,29527.5,24179.37891966449,-5348.121080335506,5348.121080335506,28602399.089929026,18.11233961674268,2025-11-27 20:33:21,0.8414796448896724,5,1900,5.874877449515296,0.2003204975785143,8.90949992120902,0.7289066319326285,3702.318570034582,4638.310025680467,0.8702683559592058
catboost,no_wsi_wind,28,2024-10-20 22:00:00,28642.75,24308.118791375477,-4334.631208624527,4334.631208624527,18789027.714781728,15.133432399553165,2025-11-27 20:33:21,0.8414796448896724,5,1900,5.874877449515296,0.2003204975785143,8.90949992120902,0.7289066319326285,3702.318570034582,4638.310025680467,0.8702683559592058
catboost,no_wsi_wind,29,2024-10-20 23:00:00,28022.5,23718.290567848904,-4304.209432151096,4304.209432151096,18526218.83581846,15.3598338197861,2025-11-27 20:33:21,0.8414796448896724,5,1900,5.874877449515296,0.2003204975785143,8.90949992120902,0.7289066319326285,3702.318570034582,4638.310025680467,0.8702683559592058
catboost,no_wsi_wind,30,2024-10-21 00:00:00,27148.25,23090.734377384026,-4057.515622615978,4057.515622615978,16463433.027772726,14.94577227856117,2025-11-27 20:33:21,0.8414796448896724,5,1900,5.874877449515296,0.2003204975785143,8.90949992120902,0.7289066319326285,3702.318570034582,4638.310025680467,0.8702683559592058
catboost,no_wsi_wind,31,2024-10-21 01:00:00,25185.0,24925.791171819896,-259.2088281801043,259.2088281801043,67189.21660650284,1.029219091443325,2025-11-27 20:33:21,0.8414796448896724,5,1900,5.874877449515296,0.2003204975785143,8.90949992120902,0.7289066319326285,3702.318570034582,4638.310025680467,0.8702683559592058
catboost,no_wsi_wind,32,2024-10-21 02:00:00,26025.0,22836.99324822658,-3188.0067517734205,3188.0067517734205,10163387.049352916,12.249785789710646,2025-11-27 20:33:21,0.8414796448896724,5,1900,5.874877449515296,0.2003204975785143,8.90949992120902,0.7289066319326285,3702.318570034582,4638.310025680467,0.8702683559592058
