model,experiment,sample_index,actual,predicted,residual,absolute_error,squared_error,percentage_error,timestamp,param_colsample_bytree,param_learning_rate,param_max_depth,param_min_child_samples,param_n_estimators,param_num_leaves,param_reg_alpha,param_reg_lambda,param_subsample,info_mae,info_rmse,info_r2
lightgbm,no_wsi_wind,17,14957.25,11413.933374720511,-3543.316625279489,3543.316625279489,12555092.706982026,23.689626270050443,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,18,16896.5,13700.115216023474,-3196.384783976526,3196.384783976526,10216875.687236661,18.9174372442496,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,19,18144.75,13747.263751583134,-4397.486248416866,4397.486248416866,19337885.305015445,24.235584664514214,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,20,21086.0,12725.632595935178,-8360.367404064822,8360.367404064822,69895743.13094957,39.64890166015772,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,21,25233.75,16476.700769778578,-8757.049230221422,8757.049230221422,76685911.22052161,34.70371716537555,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,22,27759.75,18923.105178568538,-8836.644821431462,8836.644821431462,78086291.70013148,31.832580702017417,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,23,29930.0,20713.253942846484,-9216.746057153516,9216.746057153516,84948407.88205488,30.794340317909906,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,24,30683.0,23746.84252388031,-6936.15747611969,6936.15747611969,48110280.53353106,22.605864733296706,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,25,29967.25,24935.468709464,-5031.781290536001,5031.781290536001,25318822.95578814,16.790934405173385,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,26,29288.0,24967.270634637804,-4320.729365362196,4320.729365362196,18668702.248703208,14.752558608852503,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,27,29527.5,24743.801887060432,-4783.698112939568,4783.698112939568,22883767.635741584,16.200823344129873,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,28,28642.75,24664.182721215228,-3978.5672787847725,3978.5672787847725,15828997.59181687,13.890311784948665,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,29,28022.5,24491.95921389419,-3530.5407861058084,3530.5407861058084,12464718.242356619,12.59895007977357,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,30,27148.25,24573.652083450237,-2574.597916549763,2574.597916549763,6628554.43190238,9.483476528132806,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,31,25185.0,25313.14540899094,128.14540899093845,128.14540899093845,16421.24584545489,0.5088163946431906,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,32,26025.0,23000.472469333483,-3024.527530666517,3024.527530666517,9147766.7837597,11.621623556831334,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,33,26061.5,20054.10755037223,-6007.392449627769,6007.392449627769,36088764.04384472,23.050831493296485,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,34,24426.0,19313.099203718615,-5112.900796281385,5112.900796281385,26141754.55261482,20.93220664979649,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,35,22554.75,19582.254959135535,-2972.4950408644654,2972.4950408644654,8835726.76796384,13.179020121540464,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,36,21445.75,16865.110601400633,-4580.639398599367,4580.639398599367,20982257.300000772,21.359194239405156,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,37,19464.5,17243.576323168352,-2220.9236768316478,2220.9236768316478,4932501.9783114055,11.410124466749757,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,38,17619.0,14977.00316566139,-2641.99683433861,2641.99683433861,6980147.272655237,14.995157695312505,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,39,16527.0,13296.170914269196,-3230.829085730804,3230.829085730804,10438256.581204142,19.548793403090993,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,40,14395.75,13492.462453422962,-903.2875465770376,903.2875465770376,815928.3918011638,6.2746820872577675,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,41,12112.0,11835.593499362369,-276.4065006376313,276.4065006376313,76400.55359474088,2.2820880171516107,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,42,10223.5,9470.369822139994,-753.1301778600064,753.1301778600064,567205.0648034448,7.366656994759814,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,43,9315.25,8364.477974842615,-950.7720251573846,950.7720251573846,903967.4438218744,10.206618449922052,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,44,9007.5,7321.795035237405,-1685.7049647625954,1685.7049647625954,2841601.228225263,18.71445978085733,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,45,8412.5,5644.4911846374625,-2768.0088153625375,2768.0088153625375,7661872.801924718,32.90352232224959,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,46,7932.25,6057.536186371307,-1874.713813628693,1874.713813628693,3514551.883010238,23.634073732249107,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,47,7862.75,6761.310638845561,-1101.4393611544392,1101.4393611544392,1213168.666300299,14.008322293765394,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,48,8336.5,6659.62169084224,-1676.8783091577598,1676.8783091577598,2811920.8637237875,20.114896049370216,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,49,8403.75,7392.388163396296,-1011.3618366037044,1011.3618366037044,1022852.7645384182,12.034649253041806,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,50,8778.75,8641.505435319967,-137.24456468003336,137.24456468003336,18836.07053421186,1.5633725152200142,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,51,8976.0,8669.247228422038,-306.75277157796154,306.75277157796154,94097.26287076104,3.41747740171145,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,52,10428.75,9391.12878325066,-1037.6212167493395,1037.6212167493395,1076657.7894483798,9.949622119125921,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,53,11991.75,10162.105423704197,-1829.6445762958028,1829.6445762958028,3347599.275568648,15.257527686069814,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,54,13562.25,11952.895357536188,-1609.3546424638116,1609.3546424638116,2590022.365219823,11.866428081348042,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,55,14850.5,14202.467834612306,-648.0321653876945,648.0321653876945,419945.6873770642,4.363706039441487,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,56,15829.5,15488.641640673428,-340.8583593265721,340.8583593265721,116184.42112280254,2.1533109657687026,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,57,16659.75,15312.910600549083,-1346.839399450917,1346.839399450917,1813976.3679133067,8.084391419139594,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,58,16580.0,17339.00163006323,759.0016300632306,759.0016300632306,576083.4744386411,4.577814415336386,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,59,17034.25,15573.975114621111,-1460.274885378889,1460.274885378889,2132402.740868327,8.572581037486426,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,60,17897.75,15441.147325903738,-2456.6026740962625,2456.6026740962625,6034896.698376908,13.725762590799903,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,61,17437.0,17126.600822111974,-310.3991778880263,310.3991778880263,96347.6496335626,1.7801180127765572,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,62,18262.75,16494.35246843046,-1768.3975315695388,1768.3975315695388,3127229.829661238,9.683084593331072,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,63,18544.0,17339.574999456563,-1204.425000543437,1204.425000543437,1450639.581934058,6.494957940804505,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,64,18157.25,17401.405331576065,-755.8446684239352,755.8446684239352,571301.1627848885,4.1627706201298045,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,65,17882.25,17461.6785515843,-420.5714484156997,420.5714484156997,176880.34322247957,2.351893349077798,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,66,17771.25,16985.550266202208,-785.6997337977919,785.6997337977919,617324.071689921,4.421184406259266,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,67,14820.25,15670.118493282142,849.8684932821416,849.8684932821416,722276.4558736575,5.7345084818513055,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,68,12375.25,13832.623093310203,1457.3730933102033,1457.3730933102033,2123936.333104551,11.776514359782837,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,69,12804.75,12190.5997024019,-614.1502975981002,614.1502975981002,377180.58803983504,4.7962693344080956,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,70,15308.75,8712.047107809774,-6596.702892190226,6596.702892190226,43516489.04783089,43.09106159670722,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,71,16847.25,9212.527012696793,-7634.7229873032065,7634.7229873032065,58288995.092856,45.3173247105532,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,72,16309.75,9991.6367879322,-6318.113212067799,6318.113212067799,39918554.56050569,38.73825909081332,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,73,16028.25,11574.080109528071,-4454.169890471929,4454.169890471929,19839629.413186714,27.789495986580874,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,74,14871.5,11831.254771532549,-3040.245228467451,3040.245228467451,9243091.049219104,20.44343360431299,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,75,13892.25,11972.191715333769,-1920.058284666231,1920.058284666231,3686623.8165154294,13.821074949449144,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,76,12451.75,10194.261496915113,-2257.4885030848873,2257.4885030848873,5096254.341560445,18.129889397739866,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,77,11078.75,10415.569181799008,-663.1808182009918,663.1808182009918,439808.7976297369,5.986061768704891,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,78,9508.25,8510.400781851169,-997.8492181488309,997.8492181488309,995703.0621602332,10.494562281679398,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,79,8373.75,8313.755015531913,-59.99498446808684,59.99498446808684,3599.398161325981,0.7164649585671317,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,80,6977.25,8330.720288572591,1353.470288572591,1353.470288572591,1831881.8220487728,19.39833442360029,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,81,6147.5,7669.718071052204,1522.2180710522043,1522.2180710522043,2317147.8558378937,24.7615790329358,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,82,5589.25,7465.865374009654,1876.6153740096543,1876.6153740096543,3521685.2619693945,33.57544167833424,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,83,5143.25,7338.935212471716,2195.685212471716,2195.685212471716,4821033.552266965,42.69061804243323,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,84,4713.75,7399.87351872495,2686.1235187249504,2686.1235187249504,7215259.557847309,56.98485322130473,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,85,3939.5,6969.932434980787,3030.4324349807866,3030.4324349807866,9183520.74298358,76.92429077225775,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,86,3491.5,6980.694334928275,3489.1943349282747,3489.1943349282747,12174477.106895564,99.9339634804033,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
lightgbm,no_wsi_wind,87,3679.75,7022.383759800806,3342.633759800806,3342.633759800806,11173200.452160072,90.83861022601324,2025-11-27 20:28:40,0.8422531218506714,0.06201332730504053,20,83,1300,36,0.0006851499195893873,27.865635616469316,0.5041086919499617,3825.783148076698,4768.742973965233,0.8628694539339433
