model,experiment,sample_index,datetime,actual,predicted,residual,absolute_error,squared_error,percentage_error,timestamp,param_batch_size,param_dropout,param_learning_rate,param_max_steps,param_mlp_units_choice,param_n_blocks_choice,info_mae,info_rmse,info_r2
nhits,with_wsi_solar,1511,2024-12-21 17:00:00,6.75,166.36328,159.61328125,159.61328125,25476.3995513916,2364.641200200532,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1512,2024-12-21 18:00:00,6.5,62.930664,56.4306640625,56.4306640625,3184.419846534729,868.1640611643629,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1513,2024-12-21 19:00:00,6.0,-40.65918,-46.6591796875,46.6591796875,2177.0790491104126,777.6529934955784,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1514,2024-12-21 20:00:00,7.0,-122.71582,-129.7158203125,129.7158203125,16826.194039344788,1853.0831446741668,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1515,2024-12-21 21:00:00,6.5,84.39404,77.89404296875,77.89404296875,6067.481930017471,1198.369889983277,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1516,2024-12-21 22:00:00,6.0,488.06445,482.064453125,482.064453125,232386.1369667053,8034.407538692655,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1517,2024-12-21 23:00:00,6.0,1068.2358,1062.23583984375,1062.23583984375,1128344.979448557,17703.93063455595,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1518,2024-12-22 00:00:00,6.5,1919.4023,1912.90234375,1912.90234375,3659195.376724243,29429.26678164728,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1519,2024-12-22 01:00:00,6.0,2165.4058,2159.40576171875,2159.40576171875,4663033.243744135,35990.09596866234,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1520,2024-12-22 02:00:00,6.0,2253.3472,2247.34716796875,2247.34716796875,5050569.293377161,37455.78607038619,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1521,2024-12-22 03:00:00,7.25,2011.6838,2004.433837890625,2004.433837890625,4017755.01048094,27647.363243115706,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1522,2024-12-22 04:00:00,7.0,1653.4092,1646.4091796875,1646.4091796875,2710663.1869592667,23520.131104792672,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1523,2024-12-22 05:00:00,8.0,1753.8984,1745.8984375,1745.8984375,3048161.3540649414,21823.730441470336,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1524,2024-12-22 06:00:00,134.5,2135.8276,2001.32763671875,2001.32763671875,4005312.309494257,1487.9759379702248,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1525,2024-12-22 07:00:00,1219.25,2442.4785,1223.228515625,1223.228515625,1496288.0014381409,100.32630843674124,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1526,2024-12-22 08:00:00,3053.0,2126.9287,-926.0712890625,926.0712890625,857608.0324258804,30.333157191597337,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1527,2024-12-22 09:00:00,4377.25,2131.789,-2245.4609375,2245.4609375,5042094.821838379,51.29843937391902,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1528,2024-12-22 10:00:00,4729.0,1832.78,-2896.219970703125,2896.219970703125,8388090.11869961,61.24381414034681,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1529,2024-12-22 11:00:00,4213.5,1429.5251,-2783.974853515625,2783.974853515625,7750515.985007346,66.07273889899176,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
nhits,with_wsi_solar,1530,2024-12-22 12:00:00,2733.0,1385.8667,-1347.13330078125,1347.13330078125,1814768.1300737855,49.291375805939296,2025-11-27 20:40:45,128,0.150906774688784,0.000389393848993,500,0,0,2285.7833023375247,4124.0195478457645,0.0225569880269215
