model,experiment,sample_index,datetime,actual,predicted,residual,absolute_error,squared_error,percentage_error,timestamp,param_colsample_bytree,param_learning_rate,param_max_depth,param_min_child_samples,param_n_estimators,param_num_leaves,param_reg_alpha,param_reg_lambda,param_subsample,info_mae,info_rmse,info_r2
lightgbm,no_wsi_solar,0,2024-10-19 18:00:00,10.75,-242.25265909606944,-253.00265909606944,253.00265909606944,64010.34550968194,2353.5131056810988,2025-11-27 20:27:05,0.7279877388281814,0.0594013039826918,-1,84,2600,198,3.6282804880999073,0.0776924835982648,0.9998140520293683,882.6632684270966,1505.3099125896565,0.8697727532861746
lightgbm,no_wsi_solar,1,2024-10-19 19:00:00,11.75,-144.78152513089307,-156.53152513089307,156.53152513089307,24502.11835980341,1332.1831914695724,2025-11-27 20:27:05,0.7279877388281814,0.0594013039826918,-1,84,2600,198,3.6282804880999073,0.0776924835982648,0.9998140520293683,882.6632684270966,1505.3099125896565,0.8697727532861746
lightgbm,no_wsi_solar,2,2024-10-19 20:00:00,13.25,-118.79606930225484,-132.04606930225484,132.04606930225484,17436.164418175886,996.5741071894146,2025-11-27 20:27:05,0.7279877388281814,0.0594013039826918,-1,84,2600,198,3.6282804880999073,0.0776924835982648,0.9998140520293683,882.6632684270966,1505.3099125896565,0.8697727532861746
lightgbm,no_wsi_solar,3,2024-10-19 21:00:00,14.5,-238.70322323582883,-253.20322323582883,253.20322323582883,64111.87225701297,1746.2291245600409,2025-11-27 20:27:05,0.7279877388281814,0.0594013039826918,-1,84,2600,198,3.6282804880999073,0.0776924835982648,0.9998140520293683,882.6632684270966,1505.3099125896565,0.8697727532861746
lightgbm,no_wsi_solar,4,2024-10-19 22:00:00,13.5,-88.63956810928097,-102.13956810928096,102.13956810928096,10432.491373550449,756.5893928416447,2025-11-27 20:27:05,0.7279877388281814,0.0594013039826918,-1,84,2600,198,3.6282804880999073,0.0776924835982648,0.9998140520293683,882.6632684270966,1505.3099125896565,0.8697727532861746
lightgbm,no_wsi_solar,5,2024-10-19 23:00:00,14.5,84.36665293594032,69.86665293594032,69.86665293594032,4881.349192471139,481.8389854328029,2025-11-27 20:27:05,0.7279877388281814,0.0594013039826918,-1,84,2600,198,3.6282804880999073,0.0776924835982648,0.9998140520293683,882.6632684270966,1505.3099125896565,0.8697727532861746
lightgbm,no_wsi_solar,6,2024-10-20 00:00:00,13.25,132.6603537985872,119.4103537985872,119.4103537985872,14258.83259430377,901.2102166676692,2025-11-27 20:27:05,0.7279877388281814,0.0594013039826918,-1,84,2600,198,3.6282804880999073,0.0776924835982648,0.9998140520293683,882.6632684270966,1505.3099125896565,0.8697727532861746
lightgbm,no_wsi_solar,7,2024-10-20 01:00:00,13.5,72.90103708437577,59.40103708437577,59.40103708437577,3528.483206699386,440.0076817805556,2025-11-27 20:27:05,0.7279877388281814,0.0594013039826918,-1,84,2600,198,3.6282804880999073,0.0776924835982648,0.9998140520293683,882.6632684270966,1505.3099125896565,0.8697727532861746
lightgbm,no_wsi_solar,8,2024-10-20 02:00:00,12.5,166.21875614906472,153.71875614906472,153.71875614906472,23629.45599201562,1229.7500482087178,2025-11-27 20:27:05,0.7279877388281814,0.0594013039826918,-1,84,2600,198,3.6282804880999073,0.0776924835982648,0.9998140520293683,882.6632684270966,1505.3099125896565,0.8697727532861746
lightgbm,no_wsi_solar,9,2024-10-20 03:00:00,13.5,495.5658721128112,482.0658721128112,482.0658721128112,232387.50505588527,3570.858309301669,2025-11-27 20:27:05,0.7279877388281814,0.0594013039826918,-1,84,2600,198,3.6282804880999073,0.0776924835982648,0.9998140520293683,882.6632684270966,1505.3099125896565,0.8697727532861746
lightgbm,no_wsi_solar,10,2024-10-20 04:00:00,34.75,1479.8761547809963,1445.1261547809963,1445.1261547809963,2088389.603232108,4158.63641543923,2025-11-27 20:27:05,0.7279877388281814,0.0594013039826918,-1,84,2600,198,3.6282804880999073,0.0776924835982648,0.9998140520293683,882.6632684270966,1505.3099125896565,0.8697727532861746
lightgbm,no_wsi_solar,11,2024-10-20 05:00:00,1772.5,4543.741766242829,2771.241766242829,2771.241766242829,7679780.926968673,156.34650303115342,2025-11-27 20:27:05,0.7279877388281814,0.0594013039826918,-1,84,2600,198,3.6282804880999073,0.0776924835982648,0.9998140520293683,882.6632684270966,1505.3099125896565,0.8697727532861746
lightgbm,no_wsi_solar,12,2024-10-20 06:00:00,6616.5,7704.173016385104,1087.6730163851043,1087.6730163851043,1183032.5905722715,16.438797194641587,2025-11-27 20:27:05,0.7279877388281814,0.0594013039826918,-1,84,2600,198,3.6282804880999073,0.0776924835982648,0.9998140520293683,882.6632684270966,1505.3099125896565,0.8697727532861746
lightgbm,no_wsi_solar,13,2024-10-20 07:00:00,12216.0,12465.351921495729,249.35192149572867,249.35192149572867,62176.38075361204,2.041191236865787,2025-11-27 20:27:05,0.7279877388281814,0.0594013039826918,-1,84,2600,198,3.6282804880999073,0.0776924835982648,0.9998140520293683,882.6632684270966,1505.3099125896565,0.8697727532861746
lightgbm,no_wsi_solar,14,2024-10-20 08:00:00,16961.75,20080.16639085475,3118.416390854749,3118.416390854749,9724520.786751555,18.384992060683068,2025-11-27 20:27:05,0.7279877388281814,0.0594013039826918,-1,84,2600,198,3.6282804880999073,0.0776924835982648,0.9998140520293683,882.6632684270966,1505.3099125896565,0.8697727532861746
