model,experiment,sample_index,datetime,actual,predicted,residual,absolute_error,squared_error,percentage_error,timestamp,param_d,param_p,param_q,param_trend,info_mae,info_rmse,info_r2
sarimax,with_wsi_solar,525,2024-11-10 15:00:00,18.0,1444.5359636633348,1426.5359636633348,1426.5359636633348,2035004.8556248792,7925.199793726749,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,526,2024-11-10 16:00:00,17.5,-1477.4733382665308,-1494.9733382665308,1494.9733382665308,2234945.2821277757,8542.704785212916,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,527,2024-11-10 17:00:00,9.75,-3817.643542830288,-3827.393542830288,3827.393542830288,14648941.331698988,39255.31834774109,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,528,2024-11-10 18:00:00,12.25,-6053.26981551744,-6065.51981551744,6065.51981551744,36790530.632434726,49514.4474331918,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,529,2024-11-10 19:00:00,10.5,-7151.021580544893,-7161.521580544893,7161.521580544893,51287391.34861023,68204.96736880377,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,530,2024-11-10 20:00:00,10.0,-7963.486707534434,-7973.486707534434,7973.486707534434,63576490.27522831,79734.86699560947,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,531,2024-11-10 21:00:00,11.25,-8167.043434242871,-8178.293434242871,8178.293434242871,66884483.49658005,72695.94157309578,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,532,2024-11-10 22:00:00,10.5,-7534.25725443754,-7544.75725443754,7544.75725443754,56923362.02838788,71854.83092621005,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,533,2024-11-10 23:00:00,11.0,-6289.568728690056,-6300.568728690056,6300.568728690056,39697166.30494703,57277.89748147514,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,534,2024-11-11 00:00:00,10.25,-4713.346460471817,-4723.596460471817,4723.596460471817,22312363.52138188,46083.86786208225,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,535,2024-11-11 01:00:00,9.5,-2613.0294535188204,-2622.5294535188204,2622.5294535188204,6877660.734573723,27605.57316587645,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,536,2024-11-11 02:00:00,11.0,-193.8840640369617,-204.8840640369617,204.8840640369617,41977.47969630183,1862.5823986427588,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,537,2024-11-11 03:00:00,9.5,2228.627724349809,2219.127724349809,2219.127724349809,4924527.856977961,23359.239179093525,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,538,2024-11-11 04:00:00,10.5,4628.618361564002,4618.118361564002,4618.118361564002,21327017.20141458,43982.07959205518,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,539,2024-11-11 05:00:00,64.25,6094.714569129015,6030.464569129015,6030.464569129015,36366502.9195204,9385.937071113498,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,540,2024-11-11 06:00:00,906.75,8682.699533229452,7775.949533229452,7775.949533229452,60465391.14333133,857.5626725275649,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,541,2024-11-11 07:00:00,2474.25,10229.91425542119,7755.66425542119,7755.66425542119,60150328.04281793,313.4551583465634,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,542,2024-11-11 08:00:00,3973.5,10618.83149850376,6645.33149850376,6645.33149850376,44160430.72500622,167.24126081507578,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,543,2024-11-11 09:00:00,5221.5,11163.563144377991,5942.063144377991,5942.063144377991,35308114.41177526,113.79992615851022,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,544,2024-11-11 10:00:00,5462.75,10950.770820389684,5488.020820389684,5488.020820389684,30118372.525030658,100.46260254230263,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,545,2024-11-11 11:00:00,4747.5,9684.699167716257,4937.199167716257,4937.199167716257,24375935.6216981,103.99576972524189,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,546,2024-11-11 12:00:00,3299.25,8165.087963714738,4865.837963714738,4865.837963714738,23676379.08912759,147.4831541623093,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,547,2024-11-11 13:00:00,1317.5,6234.4106478125,4916.9106478125,4916.9106478125,24176010.318571933,373.20004916699656,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,548,2024-11-11 14:00:00,161.5,3693.684266838669,3532.184266838669,3532.184266838669,12476325.694902623,2187.1110010030698,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,549,2024-11-11 15:00:00,24.75,732.7581515280126,708.0081515280126,708.0081515280126,501275.54263011325,2860.6389949169643,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,550,2024-11-11 16:00:00,25.25,-2386.9247793170307,-2412.1747793170307,2412.1747793170307,5818587.165973166,9553.167439056291,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,551,2024-11-11 17:00:00,16.75,-4490.435133164077,-4507.185133164077,4507.185133164077,20314717.82461528,26908.567943123704,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,552,2024-11-11 18:00:00,15.25,-6708.715854900876,-6723.965854900876,6723.965854900876,45211716.81787288,44091.57934748667,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,553,2024-11-11 19:00:00,15.75,-8092.155109597847,-8107.905109597847,8107.905109597847,65738125.26624287,51478.76256793631,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,554,2024-11-11 20:00:00,14.0,-8782.843321556338,-8796.843321556338,8796.843321556338,77384452.42401035,62834.59510909199,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,555,2024-11-11 21:00:00,8.5,-8714.070891534493,-8722.570891534493,8722.570891534493,76083242.95784484,102618.48095614876,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,556,2024-11-11 22:00:00,9.0,-7949.4517780025635,-7958.4517780025635,7958.4517780025635,63336954.70279217,88427.24187955377,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,557,2024-11-11 23:00:00,7.5,-7530.914201487127,-7538.414201487127,7538.414201487127,56827688.67318279,100512.18921914544,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,558,2024-11-12 00:00:00,7.0,-5727.410221880509,-5734.410221880509,5734.410221880509,32883460.59280767,81920.14590983564,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,559,2024-11-12 01:00:00,7.5,-3591.4571080607457,-3598.9571080607457,3598.9571080607457,12952492.265660966,47986.094710161815,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,560,2024-11-12 02:00:00,7.0,-992.1769679950556,-999.1769679950556,999.1769679950556,998354.6133717928,14273.956665252288,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,561,2024-11-12 03:00:00,7.25,1415.9046339027118,1408.6546339027118,1408.6546339027118,1984307.877615583,19429.719061513653,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,562,2024-11-12 04:00:00,6.25,3557.451549179432,3551.201549179432,3551.201549179432,12611032.442894395,56819.22469596015,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,563,2024-11-12 05:00:00,65.75,5587.131922654577,5521.381922654577,5521.381922654577,30485658.33581675,8397.539044585283,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,564,2024-11-12 06:00:00,1080.0,7689.889941480284,6609.889941480284,6609.889941480284,43690645.03848223,612.0268464276927,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,565,2024-11-12 07:00:00,3051.25,8959.188155267548,5907.938155267548,5907.938155267548,34903733.246466115,193.6235364276341,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
sarimax,with_wsi_solar,566,2024-11-12 08:00:00,4842.75,10657.07464145441,5814.32464145441,5814.32464145441,33806371.036223955,120.06245710479384,2025-11-27 19:45:41,0,2,0,ct,4912.296337708627,5653.085536369122,-0.836627696742728
