model,experiment,sample_index,datetime,actual,predicted,residual,absolute_error,squared_error,percentage_error,timestamp,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,info_mae,info_rmse,info_r2
random_forest,with_wsi_solar,0,2024-10-19 18:00:00,10.75,13.840292658730156,3.0902926587301565,3.0902926587301565,9.549908716601498,28.746908426562467,2025-11-27 21:43:50,,2,2,100,1127.9228639296657,2318.586066566373,0.6910441242738778
random_forest,with_wsi_solar,1,2024-10-19 19:00:00,11.75,8.589405753968254,-3.1605942460317458,3.1605942460317458,9.98935598804898,26.89867441142024,2025-11-27 21:43:50,,2,2,100,1127.9228639296657,2318.586066566373,0.6910441242738778
random_forest,with_wsi_solar,2,2024-10-19 20:00:00,13.25,8.206899801587303,-5.043100198412697,5.043100198412697,25.43285961123018,38.06113354420063,2025-11-27 21:43:50,,2,2,100,1127.9228639296657,2318.586066566373,0.6910441242738778
random_forest,with_wsi_solar,3,2024-10-19 21:00:00,14.5,8.322923611111111,-6.177076388888889,6.177076388888889,38.156272714168594,42.60052679054369,2025-11-27 21:43:50,,2,2,100,1127.9228639296657,2318.586066566373,0.6910441242738778
random_forest,with_wsi_solar,4,2024-10-19 22:00:00,13.5,8.071006944444445,-5.428993055555555,5.428993055555555,29.473965597270443,40.21476334469688,2025-11-27 21:43:50,,2,2,100,1127.9228639296657,2318.586066566373,0.6910441242738778
random_forest,with_wsi_solar,5,2024-10-19 23:00:00,14.5,7.584705357142857,-6.915294642857143,6.915294642857143,47.8212999975287,47.6916871592274,2025-11-27 21:43:50,,2,2,100,1127.9228639296657,2318.586066566373,0.6910441242738778
random_forest,with_wsi_solar,6,2024-10-20 00:00:00,13.25,7.52339880952381,-5.72660119047619,5.72660119047619,32.79396119476332,43.2196315936168,2025-11-27 21:43:50,,2,2,100,1127.9228639296657,2318.586066566373,0.6910441242738778
random_forest,with_wsi_solar,7,2024-10-20 01:00:00,13.5,7.200594155844155,-6.299405844155845,6.299405844155845,39.682513989384816,46.66226547770088,2025-11-27 21:43:50,,2,2,100,1127.9228639296657,2318.586066566373,0.6910441242738778
random_forest,with_wsi_solar,8,2024-10-20 02:00:00,12.5,8.190367063492065,-4.309632936507935,4.309632936507935,18.57293604743401,34.47706346448183,2025-11-27 21:43:50,,2,2,100,1127.9228639296657,2318.586066566373,0.6910441242738778
random_forest,with_wsi_solar,9,2024-10-20 03:00:00,13.5,14.667886904761904,1.1678869047619038,1.1678869047619038,1.36395982231434,8.651014102939277,2025-11-27 21:43:50,,2,2,100,1127.9228639296657,2318.586066566373,0.6910441242738778
random_forest,with_wsi_solar,10,2024-10-20 04:00:00,34.75,197.55084027777775,162.80084027777778,162.80084027777778,26504.113595150517,468.4916265638233,2025-11-27 21:43:50,,2,2,100,1127.9228639296657,2318.586066566373,0.6910441242738778
random_forest,with_wsi_solar,11,2024-10-20 05:00:00,1772.5,2943.153561417749,1170.6535614177492,1170.6535614177492,1370429.76086006,66.04533491741296,2025-11-27 21:43:50,,2,2,100,1127.9228639296657,2318.586066566373,0.6910441242738778
random_forest,with_wsi_solar,12,2024-10-20 06:00:00,6616.5,8803.195267857145,2186.695267857145,2186.695267857145,4781636.194468832,33.04912367345032,2025-11-27 21:43:50,,2,2,100,1127.9228639296657,2318.586066566373,0.6910441242738778
random_forest,with_wsi_solar,13,2024-10-20 07:00:00,12216.0,17122.762380952383,4906.762380952383,4906.762380952383,24076317.0631295,40.16668615707569,2025-11-27 21:43:50,,2,2,100,1127.9228639296657,2318.586066566373,0.6910441242738778
random_forest,with_wsi_solar,14,2024-10-20 08:00:00,16961.75,18790.39472916667,1828.64472916667,1828.64472916667,3343941.545509044,10.780990930567848,2025-11-27 21:43:50,,2,2,100,1127.9228639296657,2318.586066566373,0.6910441242738778
random_forest,with_wsi_solar,15,2024-10-20 09:00:00,19204.5,19121.32388392857,-83.17611607143044,83.17611607143044,6918.26628472807,0.4331074283182958,2025-11-27 21:43:50,,2,2,100,1127.9228639296657,2318.586066566373,0.6910441242738778
random_forest,with_wsi_solar,16,2024-10-20 10:00:00,19226.75,19547.300190476188,320.5501904761877,320.5501904761877,102752.42461432022,1.667209437247694,2025-11-27 21:43:50,,2,2,100,1127.9228639296657,2318.586066566373,0.6910441242738778
random_forest,with_wsi_solar,17,2024-10-20 11:00:00,16628.25,15230.350738095236,-1397.899261904764,1397.899261904764,1954122.346433884,8.406773183611763,2025-11-27 21:43:50,,2,2,100,1127.9228639296657,2318.586066566373,0.6910441242738778
random_forest,with_wsi_solar,18,2024-10-20 12:00:00,11987.5,11034.006696428572,-953.4933035714276,953.4933035714276,909149.4799555544,7.954063012059495,2025-11-27 21:43:50,,2,2,100,1127.9228639296657,2318.586066566373,0.6910441242738778
random_forest,with_wsi_solar,19,2024-10-20 13:00:00,6483.25,5216.920327380952,-1266.3296726190483,1266.3296726190483,1603590.8397554662,19.532328270807003,2025-11-27 21:43:50,,2,2,100,1127.9228639296657,2318.586066566373,0.6910441242738778
random_forest,with_wsi_solar,20,2024-10-20 14:00:00,1612.0,1728.6391755952384,116.63917559523838,116.63917559523838,13604.697283536854,7.235680868146082,2025-11-27 21:43:50,,2,2,100,1127.9228639296657,2318.586066566373,0.6910441242738778
random_forest,with_wsi_solar,21,2024-10-20 15:00:00,46.75,194.0631398809524,147.31313988095238,147.31313988095238,21701.16118158504,315.1083205335648,2025-11-27 21:43:50,,2,2,100,1127.9228639296657,2318.586066566373,0.6910441242738778
