model,experiment,sample_index,actual,predicted,residual,absolute_error,squared_error,percentage_error,timestamp,param_cnn_filters,param_kernel_size,param_lr,param_lstm_hidden,param_n_layers,param_seq_len,info_mae,info_rmse,info_r2
cnn_lstm,no_wsi_solar,66,14757.0,1285.2378,-13471.76220703125,13471.76220703125,181488376.9627955,91.29065668511296,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,67,8305.25,1285.2378,-7020.01220703125,7020.01220703125,49280571.38686776,84.52499571984944,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,68,2058.0,1285.2378,-772.76220703125,772.76220703125,597161.4286158085,37.54918401494145,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,69,59.5,1285.2378,1225.73779296875,1225.73779296875,1502433.1371119022,2060.063517248309,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,70,18.0,1285.2378,1267.23779296875,1267.23779296875,1605891.6239283085,7040.209957026272,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,71,9.75,1285.2378,1275.48779296875,1275.48779296875,1626869.1100122929,13081.926068313407,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,72,9.75,1285.2378,1275.48779296875,1275.48779296875,1626869.1100122929,13081.926068313407,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,73,6.5,1285.2378,1278.73779296875,1278.73779296875,1635170.3431665897,19672.889092330173,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,74,6.0,1285.2378,1279.23779296875,1279.23779296875,1636449.3309595585,21320.62984727812,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,75,5.5,1285.2378,1279.73779296875,1279.73779296875,1637728.8187525272,23267.95982985371,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,76,5.5,1285.2378,1279.73779296875,1279.73779296875,1637728.8187525272,23267.95982985371,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,77,6.25,1285.2378,1278.98779296875,1278.98779296875,1635809.774563074,20463.804654757914,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,78,5.25,1285.2378,1279.98779296875,1279.98779296875,1638368.7501490116,24380.719819631962,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,79,5.25,1285.2378,1279.98779296875,1279.98779296875,1638368.7501490116,24380.719819631962,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,80,5.25,1285.2378,1279.98779296875,1279.98779296875,1638368.7501490116,24380.719819631962,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,81,6.25,1285.2378,1278.98779296875,1278.98779296875,1635809.774563074,20463.804654757914,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,82,15.5,1285.2378,1269.73779296875,1269.73779296875,1612234.0628931522,8191.856723545576,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,83,950.75,1285.2378,334.48779296875,334.48779296875,111882.08364510536,35.18146652276959,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,84,5177.5,1285.2378,-3892.26220703125,3892.26220703125,15149705.088283777,75.17647913131303,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,85,10991.0,1285.2378,-9705.76220703125,9705.76220703125,94201820.01943612,88.30645261598052,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,86,16357.25,1285.2378,-15072.01220703125,15072.01220703125,227165551.968899,92.14270251431039,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,87,19535.0,1285.2378,-18249.76220703125,18249.76220703125,333053820.6131861,93.42084569757823,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,88,19467.5,1285.2378,-18182.26220703125,18182.26220703125,330594658.9652369,93.39803368188987,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,89,16932.0,1285.2378,-15646.76220703125,15646.76220703125,244821167.56338143,92.40941534976382,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,90,12818.75,1285.2378,-11533.51220703125,11533.51220703125,133021903.82973886,89.97376660768212,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,91,6676.75,1285.2378,-5391.51220703125,5391.51220703125,29068403.87856698,80.75054790164639,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,92,1359.75,1285.2378,-74.51220703125,74.51220703125,5552.068996667862,5.479846076903992,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,93,49.0,1285.2378,1236.23779296875,1236.23779296875,1528283.880764246,2522.9342708499116,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,94,25.5,1285.2378,1259.73779296875,1259.73779296875,1586939.3070337772,4940.148205783275,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,95,17.75,1285.2378,1267.48779296875,1267.48779296875,1606525.3053247929,7140.776294392521,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,96,17.5,1285.2378,1267.73779296875,1267.73779296875,1607159.1117212772,7244.215955681877,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,97,18.0,1285.2378,1267.23779296875,1267.23779296875,1605891.6239283085,7040.209957026272,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,98,17.5,1285.2378,1267.73779296875,1267.73779296875,1607159.1117212772,7244.215955681877,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,99,15.5,1285.2378,1269.73779296875,1269.73779296875,1612234.0628931522,8191.856723545576,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,100,13.0,1285.2378,1272.23779296875,1272.23779296875,1618589.001857996,9786.444553770041,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,101,10.75,1285.2378,1274.48779296875,1274.48779296875,1624319.1344263554,11855.700388680742,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,102,10.5,1285.2378,1274.73779296875,1274.73779296875,1624956.4408228397,12140.359921473466,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,103,10.25,1285.2378,1274.98779296875,1274.98779296875,1625593.872219324,12438.90528512058,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,104,10.0,1285.2378,1275.23779296875,1275.23779296875,1626231.4286158085,12752.377916935122,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,105,10.5,1285.2378,1274.73779296875,1274.73779296875,1624956.4408228397,12140.359921473466,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,106,24.25,1285.2378,1260.98779296875,1260.98779296875,1590090.214016199,5199.949659582495,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,107,1321.0,1285.2378,-35.76220703125,35.76220703125,1278.935451745987,2.7072071938667133,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,108,6098.5,1285.2378,-4813.26220703125,4813.26220703125,23167493.07363534,78.9253456919465,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,109,12979.5,1285.2378,-11694.26220703125,11694.26220703125,136755768.5667994,90.09794065273886,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,110,19223.25,1285.2378,-17938.01220703125,17938.01220703125,321772281.93960214,93.31414930889375,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
cnn_lstm,no_wsi_solar,111,23331.75,1285.2378,-22046.51220703125,22046.51220703125,486048700.4947779,94.4914642365952,2025-11-27 21:48:30,64,5,0.0065981684165982634,128,2,24,2527.672257341406,4188.899796727571,-0.039414158117190956
