model,experiment,sample_index,datetime,actual,predicted,residual,absolute_error,squared_error,percentage_error,timestamp,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,info_mae,info_rmse,info_r2
random_forest,no_wsi_solar,27,2024-10-20 21:00:00,17.5,11.70988839285714,-5.79011160714286,5.79011160714286,33.52539242317047,33.08635202190985,2025-11-27 21:44:00,,2,5,200,1129.7325001171655,2327.868422090092,0.6885653904005455
random_forest,no_wsi_solar,28,2024-10-20 22:00:00,17.75,11.49237996031746,-6.257620039682541,6.257620039682541,39.157808561036525,35.25419738680068,2025-11-27 21:44:00,,2,5,200,1129.7325001171655,2327.868422090092,0.6885653904005455
random_forest,no_wsi_solar,29,2024-10-20 23:00:00,18.25,10.78637847222222,-7.46362152777778,7.46362152777778,55.70564630990793,40.8965562941815,2025-11-27 21:44:00,,2,5,200,1129.7325001171655,2327.868422090092,0.6885653904005455
random_forest,no_wsi_solar,30,2024-10-21 00:00:00,18.75,10.98703323412698,-7.762966765873019,7.762966765873019,60.263653008049,41.402489395908106,2025-11-27 21:44:00,,2,5,200,1129.7325001171655,2327.868422090092,0.6885653904005455
random_forest,no_wsi_solar,31,2024-10-21 01:00:00,17.25,11.174353670634918,-6.075646329365082,6.075646329365082,36.91347831952739,35.2211381208288,2025-11-27 21:44:00,,2,5,200,1129.7325001171655,2327.868422090092,0.6885653904005455
random_forest,no_wsi_solar,32,2024-10-21 02:00:00,18.25,9.80696626984127,-8.44303373015873,8.44303373015873,71.28481856859803,46.263198496068,2025-11-27 21:44:00,,2,5,200,1129.7325001171655,2327.868422090092,0.6885653904005455
random_forest,no_wsi_solar,33,2024-10-21 03:00:00,18.5,20.29993051046175,1.7999305104617491,1.7999305104617491,3.2397498424910927,9.72935410534494,2025-11-27 21:44:00,,2,5,200,1129.7325001171655,2327.868422090092,0.6885653904005455
random_forest,no_wsi_solar,34,2024-10-21 04:00:00,36.5,193.779498015873,157.279498015873,157.279498015873,24736.840496125,430.9027341720075,2025-11-27 21:44:00,,2,5,200,1129.7325001171655,2327.868422090092,0.6885653904005455
random_forest,no_wsi_solar,35,2024-10-21 05:00:00,1494.25,2650.350124458876,1156.1001244588756,1156.1001244588756,1336567.4977738278,77.36992634774225,2025-11-27 21:44:00,,2,5,200,1129.7325001171655,2327.868422090092,0.6885653904005455
random_forest,no_wsi_solar,36,2024-10-21 06:00:00,5695.5,7004.593993055555,1309.093993055555,1309.093993055555,1713727.0826541376,22.98470710303321,2025-11-27 21:44:00,,2,5,200,1129.7325001171655,2327.868422090092,0.6885653904005455
random_forest,no_wsi_solar,37,2024-10-21 07:00:00,10581.5,14162.941862599204,3581.441862599204,3581.441862599204,12826725.815178055,33.84625868351197,2025-11-27 21:44:00,,2,5,200,1129.7325001171655,2327.868422090092,0.6885653904005455
random_forest,no_wsi_solar,38,2024-10-21 08:00:00,14843.75,15922.634467261909,1078.884467261907,1078.884467261907,1163991.693699009,7.26827430575953,2025-11-27 21:44:00,,2,5,200,1129.7325001171655,2327.868422090092,0.6885653904005455
random_forest,no_wsi_solar,39,2024-10-21 09:00:00,17403.75,17256.18125482504,-147.5687451749618,147.5687451749618,21776.53455251281,0.8479134966594958,2025-11-27 21:44:00,,2,5,200,1129.7325001171655,2327.868422090092,0.6885653904005455
random_forest,no_wsi_solar,40,2024-10-21 10:00:00,17662.75,17251.82195224567,-410.9280477543289,410.9280477543289,168861.860431184,2.3265236033692163,2025-11-27 21:44:00,,2,5,200,1129.7325001171655,2327.868422090092,0.6885653904005455
random_forest,no_wsi_solar,41,2024-10-21 11:00:00,16252.5,15291.374289682542,-961.1257103174576,961.1257103174576,923762.6310332372,5.913709954264674,2025-11-27 21:44:00,,2,5,200,1129.7325001171655,2327.868422090092,0.6885653904005455
