model,experiment,sample_index,actual,predicted,residual,absolute_error,squared_error,percentage_error,timestamp,param_alpha,param_l1_ratio,param_lags,info_mae,info_rmse,info_r2
lear,with_wsi_wind,42,19420.75,19903.75929691615,483.00929691614874,483.00929691614874,233297.98090743233,2.4870784955055805,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,43,18534.75,18222.271445319173,-312.4785546808271,312.4785546808271,97642.84713541863,1.6859064982298573,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,44,18277.25,17842.160571337256,-435.08942866274447,435.08942866274447,189302.8109340734,2.3804972228453756,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,45,17942.0,18786.601435399964,844.6014353999635,844.6014353999635,713351.5846796788,4.707398480657076,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,46,17602.0,17940.66762411446,338.6676241144596,338.6676241144596,114695.75962333291,1.9240292246009956,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,47,17390.0,17315.06715793375,-74.93284206624958,74.93284206624958,5614.930820125503,0.43089615909261925,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,48,16850.5,16923.418257455018,72.91825745501774,72.91825745501774,5317.07227027625,0.43273646155885265,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,49,15774.5,16370.840362690378,596.3403626903782,596.3403626903782,355621.8281736919,3.780407383371899,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,50,14082.5,15021.813870247579,939.313870247579,939.313870247579,882310.5468394856,6.6700789650055885,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,51,12351.25,12891.283824166976,540.033824166976,540.033824166976,291636.5312444084,4.372300974934025,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,52,11237.75,11109.396598835117,-128.3534011648826,128.3534011648826,16474.595590593286,1.1421628098575636,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,53,9744.75,10553.200065389248,808.4500653892483,808.4500653892483,653591.5082278798,8.29626276085501,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,54,8879.0,8751.27633073885,-127.72366926114955,127.72366926114955,16313.33568953152,1.4384916010925295,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,55,8056.0,8344.230592316324,288.23059231632396,288.23059231632396,83076.87434701895,3.5778375411614474,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,56,7471.75,7456.133858134764,-15.616141865236386,15.616141865236386,243.86388675518856,0.20900246749711227,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,57,7109.25,7417.006748073966,307.75674807396626,307.75674807396626,94714.21598506274,4.3289622403704096,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,58,7329.75,7110.0488825910015,-219.70111740899847,219.70111740899847,48268.58099076253,2.9973889615430096,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,59,7664.75,7707.199623296215,42.44962329621467,42.44962329621467,1801.970517990531,0.553829195944542,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,60,7325.0,7575.464416989732,250.46441698973194,250.46441698973194,62732.424178006324,3.4193094469541303,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,61,6994.5,6431.208356112667,-563.2916438873326,563.2916438873326,317297.47607329354,8.053351117113836,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,62,6700.5,6909.843045700397,209.34304570039694,209.34304570039694,43824.51078311848,3.12428991418677,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,63,6610.0,7087.541451668611,477.54145166861144,477.54145166861144,228045.83806176475,7.224530282418895,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,64,6544.0,6952.16440732408,408.16440732407955,408.16440732407955,166598.1834062171,6.237231163255743,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,65,6435.5,6406.587072902058,-28.912927097941974,28.912927097941974,835.9573533709073,0.4492724279060997,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,66,6115.0,6114.9428716847115,-0.057128315288537124,0.057128315288537124,0.0032636444077065044,0.0009342324658780655,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,67,6008.5,5533.0220974704325,-475.4779025295675,475.4779025295675,226079.23579391686,7.913421029021822,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,68,6038.5,6130.658466634817,92.15846663481716,92.15846663481716,8493.182972480708,1.5261814462973347,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,69,6048.75,6754.668377931423,705.9183779314226,705.9183779314226,498320.75630133075,11.670483619429726,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,70,6454.5,6257.633252723563,-196.8667472764373,196.8667472764373,38756.516183204636,3.0500696765997724,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,71,6639.75,6797.01402732845,157.26402732844963,157.26402732844963,24731.97429156335,2.3685233228391547,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,72,6904.75,6654.599909265827,-250.15009073417332,250.15009073417332,62575.06789431514,3.6228696293683487,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,73,6590.0,6831.31405504492,241.31405504491977,241.31405504491977,58232.473162222566,3.661821776093378,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,74,6741.75,6152.581043805841,-589.1689561941594,589.1689561941594,347120.0589429153,8.739110115226543,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,75,7035.25,6797.643295334154,-237.60670466584634,237.60670466584634,56456.94610216272,3.3773740046978946,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,76,7298.75,7241.76782254295,-56.98217745705006,56.98217745705006,3246.9685477467438,0.7807114568518169,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,77,6820.0,7385.613502497019,565.613502497019,565.613502497019,319918.6342069453,8.293453115779908,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,78,6411.25,6436.5075014769145,25.257501476914513,25.257501476914513,637.9413808563388,0.3939559598654727,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,79,6898.5,6090.568689108926,-807.9313108910737,807.9313108910737,652753.0031181688,11.71169545393785,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,80,7371.25,7476.370067676896,105.12006767689581,105.12006767689581,11050.228628395156,1.4260819762828991,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,81,7085.0,7988.196127022357,903.1961270223574,903.1961270223574,815763.2438681863,12.748004615682182,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,82,7178.5,7035.809556899701,-142.69044310029858,142.69044310029858,20360.562552159547,1.9877473441540685,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,83,6872.0,7422.277253416709,550.2772534167088,550.2772534167088,302805.0556278368,8.00752697054581,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,84,6462.75,6363.9882478044865,-98.76175219551351,98.76175219551351,9753.883696728017,1.5281691570207836,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,85,6303.5,5714.64700831521,-588.8529916847901,588.8529916847901,346747.84581612755,9.341683059948537,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,86,6502.0,6137.535634074528,-364.4643659254716,364.4643659254716,132834.27402945608,5.605419346738097,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,87,7248.0,7127.1007277246035,-120.89927227539647,120.89927227539647,14616.63403672045,1.6680363172631023,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,88,7644.0,8070.970099440295,426.9700994402947,426.9700994402947,182303.46581605513,5.585689422288541,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,89,7764.25,7844.399954491316,80.14995449131584,80.14995449131584,6424.01520496,1.0322948706083988,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,90,7242.5,7655.090827019065,412.5908270190648,412.5908270190648,170231.19054027586,5.696801201498034,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,91,7205.75,7030.92311858693,-174.8268814130697,174.8268814130697,30564.43846461954,2.4262135296510023,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,92,7095.75,7525.748485005302,429.9984850053024,429.9984850053024,184898.6971068553,6.059944121547355,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,93,6721.0,7504.784371078515,783.7843710785146,783.7843710785146,614317.9403469426,11.661722527560608,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,94,6477.75,6764.212289363702,286.46228936370244,286.46228936370244,82060.6432274936,4.422249845444178,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,95,6352.5,6365.259216098579,12.75921609857869,12.75921609857869,162.7975954502296,0.20085346081949793,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,96,6221.0,6121.932112084116,-99.06788791588406,99.06788791588406,9814.446416114166,1.5924752920065073,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,97,5986.75,6026.335180571495,39.585180571494675,39.585180571494675,1566.9865208778394,0.6612131886487418,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,98,6072.0,5934.772742268508,-137.2272577314916,137.2272577314916,18831.32026450522,2.260000950778419,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,99,6492.75,6254.23626672597,-238.51373327402962,238.51373327402962,56888.80096031494,3.673539459761461,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,100,7591.0,6883.528684687459,-707.4713153125413,707.4713153125413,500515.6619900572,9.319869784107619,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,101,8234.25,8369.989385555651,135.7393855556511,135.7393855556511,18425.1807910257,1.6484729702824936,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,102,8535.25,8766.148678461537,230.8986784615372,230.8986784615372,53314.19971528435,2.7052362667908576,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,103,9675.25,8913.562056156603,-761.6879438433971,761.6879438433971,580168.523796382,7.872540180797497,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,104,9915.75,10639.130585704905,723.3805857049047,723.3805857049047,523279.47177477094,7.295268494104581,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,105,9902.75,9969.215568482598,66.46556848259752,66.46556848259752,4417.6717937148605,0.6711829389061664,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,106,9697.5,10066.194198794665,368.69419879466477,368.69419879466477,135935.4122248398,3.801951005870426,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,107,9626.25,9441.922989864865,-184.32701013513542,184.32701013513542,33976.446665358315,1.9148371394358543,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,108,10688.75,9247.675158276586,-1441.0748417234136,1441.0748417234136,2076696.6994481615,13.482164347768123,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,109,11566.25,11184.023097923631,-382.2269020763688,382.2269020763688,146097.40467089802,3.304674393827198,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,110,12696.75,12190.190751597673,-506.5592484023273,506.5592484023273,256602.2721419307,3.9896764794292103,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,111,14692.0,13861.955436971763,-830.0445630282375,830.0445630282375,688973.9766127376,5.64963628524144,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,112,15992.0,16355.95039014711,363.95039014711074,363.95039014711074,132459.88648823413,2.2758278523441917,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,113,16938.25,16564.99465478846,-373.25534521153895,373.25534521153895,139319.55272898512,2.203624017896291,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,114,17377.0,17253.14168531975,-123.85831468024844,123.85831468024844,15340.882115431446,0.7127715640224271,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,115,17449.5,17703.924735375997,254.42473537599653,254.42473537599653,64731.94597114586,1.458063184480075,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
lear,with_wsi_wind,116,17544.5,17543.566080330955,-0.9339196690452809,0.9339196690452809,0.872205948229647,0.0053231478186596855,2025-11-27 21:42:28,0.718883689648839,0.45733817737969407,168,533.9004423721514,742.7099059815426,0.9968148722500388
