datetime,stability_probability_gmm,unstable_gmm,stability_label_kmeans,absoluteerror_catboost-no-wsi-solar,absoluteerror_catboost-no-wsi-wind,absoluteerror_catboost-with-wsi-solar,absoluteerror_catboost-with-wsi-wind,absoluteerror_cnn-lstm-no-wsi-solar,absoluteerror_cnn-lstm-no-wsi-wind,absoluteerror_cnn-lstm-with-wsi-solar,absoluteerror_cnn-lstm-with-wsi-wind,absoluteerror_lear-no-wsi-solar,absoluteerror_lear-no-wsi-wind,absoluteerror_lear-with-wsi-solar,absoluteerror_lear-with-wsi-wind,absoluteerror_lightgbm-no-wsi-solar,absoluteerror_lightgbm-no-wsi-wind,absoluteerror_lightgbm-with-wsi-solar,absoluteerror_lightgbm-with-wsi-wind,absoluteerror_mcd30-no-wsi-solar,absoluteerror_mcd30-no-wsi-wind,absoluteerror_mcd30-with-wsi-solar,absoluteerror_mcd30-with-wsi-wind,absoluteerror_nhits-no-wsi-solar,absoluteerror_nhits-no-wsi-wind,absoluteerror_nhits-with-wsi-solar,absoluteerror_nhits-with-wsi-wind,absoluteerror_prophet-no-wsi-solar,absoluteerror_prophet-no-wsi-wind,absoluteerror_prophet-with-wsi-solar,absoluteerror_prophet-with-wsi-wind,absoluteerror_random-forest-no-wsi-solar,absoluteerror_random-forest-no-wsi-wind,absoluteerror_random-forest-with-wsi-solar,absoluteerror_random-forest-with-wsi-wind,absoluteerror_sarimax-no-wsi-solar,absoluteerror_sarimax-no-wsi-wind,absoluteerror_sarimax-with-wsi-solar,absoluteerror_sarimax-with-wsi-wind,absoluteerror_xgboost-no-wsi-solar,absoluteerror_xgboost-no-wsi-wind,absoluteerror_xgboost-with-wsi-solar,absoluteerror_xgboost-with-wsi-wind
2024-10-19 18:00:00,0.0819097190046362,0,0,0.006131918831903274,0.22269209121351347,0.08656498262982582,0.08975661276614666,0.0542923261453856,0.13714525961740595,0.0006050797057371742,0.6135728419171019,0.018485505554460876,0.08303220738475683,0.014358108736174742,0.08316804000626564,0.021798329093833058,0.17437390492238547,0.005259894937917889,0.1342501324547873,0.11903730030740704,0.6106461635541118,0.07790291362323866,0.13510193407126148,0.03771863574957877,0.05999718050591164,0.027079785391899067,0.019220423970505815,0.19596219726116182,0.03294849462945762,0.17778082704139117,0.033943497259485936,0.0002248311155521845,0.1766794613822887,0.00025400400058270885,0.15945782693048824,0.03190115304746404,0.0191406966532028,0.003124006986228935,0.019102247225823685,0.017328019192579792,0.14781418878994487,0.0017093638200459617,0.16199444912122857
2024-10-19 19:00:00,0.0819097190046362,0,0,0.004881105576306978,0.30615000347143695,0.05078476818833834,0.1780194743401759,0.054486231067338874,0.13855896573470677,0.0006063488108907318,0.5987817919747059,0.05403559841010128,0.09886815635298425,0.055392762568501765,0.09791987626570937,0.013481954884127829,0.2184225530564644,0.005458193697374114,0.23648027628608498,0.11876790719721694,0.5955901678966704,0.07851783096772912,0.13717438094167125,0.029091465452860225,0.0829345780723471,0.027042782112362662,0.03568427262641746,0.14020416795644822,0.04084703375192036,0.11793286521081808,0.03940409111093425,0.0002576665321913033,0.2541958230368737,0.0002598025214543981,0.23403495697432208,0.061407092327612635,0.020655491857402432,0.00976262937726269,0.017941727254685496,0.005895037853409044,0.25765062016636314,0.0018479044065735186,0.19111877350313425
2024-10-19 20:00:00,0.0755099288270295,0,0,0.005046579288841293,0.2770269420986722,0.04159729192117734,0.2340215449024203,0.05449700356300294,0.14644208534790837,0.0013565318436765956,0.5847450184177762,0.03592128176175328,0.06872691004672131,0.0354894132616904,0.06970102484002472,0.01137116583255859,0.24400926182090366,0.00038382831862436063,0.23594964792298417,0.11877914962208784,0.5817464178902289,0.07781023089703851,0.14459248651472306,0.011846421706262824,0.09870553790200344,0.02818528461895684,0.04491006578451255,0.09580506728666448,0.011671792735532621,0.07144344243338906,0.015347377344135892,0.00041654704323398217,0.34095332804078876,0.0004150728428645313,0.33496028344151596,0.1142203104557463,0.004303512820699139,0.00892328051246953,0.0012500520837797284,0.00019740706921431484,0.34264353637885775,0.0018757877517876413,0.21189340993757094
2024-10-19 21:00:00,0.0665485932262615,0,0,0.0027395951594753128,0.1743973699719258,0.03588627334837353,0.15910430739820472,0.054540093545659224,0.15058860626445242,0.0009301962776839888,0.5896943114128217,0.02184387337372461,0.031872582530991476,0.022155485007007564,0.029371403477883386,0.021815618892042428,0.1505696234108174,0.0010669478669327937,0.13367398779257175,0.12140194581876097,0.5861959467423805,0.07840387370977496,0.1491054924981818,0.0021153931460078145,0.022847402644426997,0.028417426646196,0.0015347003311667305,0.09518888485730022,0.08996280142759369,0.07159139570373148,0.08857954308718798,0.0005327891253720367,0.2517051330697181,0.000508603940253086,0.238141642585941,0.2149728588228077,0.1556241351964832,0.09670653623725432,0.14944744823906522,0.00363852234991066,0.2611019367703585,0.0020847240119157965,0.16341040107676982
2024-10-19 22:00:00,0.0561843322534449,0,0,0.010992615697502223,0.19647470376927417,0.042574214893589875,0.26266808098486877,0.05452932104999515,0.18112781164599537,0.0015256713165160134,0.5714108584801847,0.014966331097480402,0.18398217921867807,0.01568642793012319,0.18034424861399026,0.00879305106391136,0.1919702083573263,0.0019740014058737226,0.16190642813008424,0.11987523570778492,0.5679431962712519,0.07960891052482769,0.17972037504838712,0.012972099100137325,0.003833312757980766,0.02284448493944472,0.009954403943216217,0.08029108105480044,0.010292888906998374,0.058299866681510014,0.006685316632375903,0.0004561479094554557,0.28965860013365824,0.00044690153795187677,0.2822090263359248,0.2493416761443933,0.10638383070042329,0.14317949774761046,0.09838351809400551,0.007287827221261901,0.3473674403120052,0.001619284035156865,0.26219034541597375
2024-10-19 23:00:00,0.046407872555284,0,0,0.01388316904706674,0.26346191502030836,0.052074285555947494,0.2664948114778258,0.05450777605866701,0.21398465419381962,0.000865667984243164,0.5585933262038716,0.005541685259794797,0.1861325127823775,0.005123142575009424,0.18216067493926796,0.006010937613099659,0.30910638013020714,0.0028506795423367706,0.26386952095680993,0.11896616540217912,0.5553240672484892,0.07873904306478398,0.21228874158579733,0.004926531952446743,0.006847033793928275,0.0091741252320764,0.001423656063631405,0.06379585963246663,0.03679212298048329,0.04344863128264232,0.0376189842632624,0.0005569972760497872,0.3668444315726418,0.0005694926643601758,0.36181199391745195,0.26973933745068335,0.05703300607492605,0.19825308969324626,0.04795651980736166,0.004050114531481935,0.42297947819412257,0.006970384104026542,0.2419059658885444
2024-10-20 00:00:00,0.0376534294675135,0,0,0.020483257392617606,0.28891723374937445,0.05658518030811882,0.26362962517725086,0.054486231067338874,0.24699915913390794,0.001060553080360509,0.5405268568889715,0.00814518296575532,0.1078238859512787,0.008399928635943955,0.10390655988314842,0.010281893485311106,0.26207000157466714,0.010016417805002186,0.25455941538263466,0.12089363160370249,0.5366625668934383,0.07830946965610039,0.24536949357033722,0.013916203383285733,0.057070278422714005,0.019255691842568225,0.03620269478632612,0.05175226250369628,0.015148276404898844,0.034330802170800576,0.01370069956772711,0.0004400680007435882,0.30340387428882365,0.0004714484514450066,0.316567862391185,0.2360897640656493,0.07001258215010793,0.21375571337800156,0.06198261747969265,0.0017317629145107796,0.33723876025259847,0.006538587164816268,0.2504147240092099
2024-10-20 01:00:00,0.0301332053225476,0,0,0.01197677854129895,0.24800037679873943,0.035370901649265034,0.19340357757045984,0.054550866041323295,0.2740803027117931,0.0008027958702141083,0.4999560866487914,0.008199174035565715,0.09763016978258507,0.0028571268868134085,0.09070576219382853,0.005108740508336161,0.2850858411881463,0.015531823311904933,0.24367465690053153,0.11989062832133951,0.4963047060672337,0.07909770316067032,0.27276106207283884,0.023176204352434584,0.05896386795601162,0.04779544771878667,0.0757240739444877,0.04013403142307862,0.0014773507288185043,0.02485171809564121,0.0005380035989446269,0.0004354755929460343,0.32066358009087165,0.0005186937536814066,0.319547201873288,0.11963150883351477,0.05133408554484739,0.14919397111850904,0.04368595491861401,3.522848094162046e-07,0.37184960389939875,0.008185125868206305,0.2514019405543751
2024-10-20 02:00:00,0.0237629250664926,0,0,0.009960502900706183,0.16927771677863698,0.014525947657529735,0.18991308802481666,0.05450777605866701,0.29466050031532476,0.0006482755047792032,0.5173147760677402,0.04036371280561162,0.03363486661312603,0.03466316240963516,0.03954219255810399,0.013239477798424866,0.25970813253844977,0.0009673324597462738,0.22482021209487482,0.12194905478949337,0.513446641282161,0.07720978884077814,0.2933330951931962,0.020233961032399283,0.06719937527589522,0.07192060944275393,0.09471843196439961,0.028679670637012992,0.019825814895947775,0.014546997703833988,0.022837352019025935,0.00036732416805518683,0.3174935913169141,0.00035457598368821756,0.3064206727432338,0.04296633145645486,0.023035412519030046,0.028873686374588307,0.01558449815078244,9.842664553640551e-05,0.35909755152740735,0.009715764622757186,0.17621740523931548
2024-10-20 03:00:00,0.0181873535010763,0,0,0.026120548081731657,0.19533094690259578,0.026152002062768874,0.2596952975572962,0.05449700356300294,0.31211372713895313,0.0009518198615716693,0.5180690524532064,0.0033502783226879705,0.03451045781327624,0.006770846104471929,0.028771009656689002,0.04154491357797828,0.170225032948967,0.02778781083044334,0.1653082985476165,0.12079281893411387,0.5143014782659345,0.07863270268090407,0.3110725409036941,0.011884405966207821,0.09477823288139564,0.09116921354023501,0.11426477765083104,0.011576656331851657,0.06957920004887264,0.019194932315123297,0.08568959284472145,0.00010863608610630803,0.21725494712226534,9.544271745804551e-05,0.23010663323906372,0.2101595488041782,0.019079612857097236,0.034290487791215934,0.030036979612447386,0.035250055621139254,0.28467703226534624,0.044350732854757026,0.16287322505170904
