model,experiment,sample_index,datetime,actual,predicted,residual,absolute_error,squared_error,percentage_error,timestamp,param_bagging_temperature,param_depth,param_iterations,param_l2_leaf_reg,param_learning_rate,param_random_strength,param_subsample,info_mae,info_rmse,info_r2
catboost,no_wsi_solar,0,2024-10-19 18:00:00,10.75,64.27073452760123,53.52073452760124,53.52073452760124,2864.469024373967,497.8672974680418,2025-11-27 20:32:05,0.8860761676792472,6,1000,1.0013886094653974,0.0159530488552697,1.0271186315104863,0.5082420463104733,808.3717694659993,1397.7624064157724,0.8877162969088838
catboost,no_wsi_solar,1,2024-10-19 19:00:00,11.75,54.35667004831703,42.60667004831703,42.60667004831703,1815.3283326061555,362.609957549413,2025-11-27 20:32:05,0.8860761676792472,6,1000,1.0013886094653974,0.0159530488552697,1.0271186315104863,0.5082420463104733,808.3717694659993,1397.7624064157724,0.8877162969088838
catboost,no_wsi_solar,2,2024-10-19 20:00:00,13.25,57.30052328551756,44.05052328551756,44.05052328551756,1940.4486017279244,332.4567792624292,2025-11-27 20:32:05,0.8860761676792472,6,1000,1.0013886094653974,0.0159530488552697,1.0271186315104863,0.5082420463104733,808.3717694659993,1397.7624064157724,0.8877162969088838
catboost,no_wsi_solar,3,2024-10-19 21:00:00,14.5,-9.420760966535454,-23.92076096653545,23.92076096653545,572.2028052181262,164.97076517267843,2025-11-27 20:32:05,0.8860761676792472,6,1000,1.0013886094653974,0.0159530488552697,1.0271186315104863,0.5082420463104733,808.3717694659993,1397.7624064157724,0.8877162969088838
catboost,no_wsi_solar,4,2024-10-19 22:00:00,13.5,-82.43310805182591,-95.93310805182593,95.93310805182593,9203.161220483304,710.6156146723284,2025-11-27 20:32:05,0.8860761676792472,6,1000,1.0013886094653974,0.0159530488552697,1.0271186315104863,0.5082420463104733,808.3717694659993,1397.7624064157724,0.8877162969088838
catboost,no_wsi_solar,5,2024-10-19 23:00:00,14.5,-106.6548471857932,-121.1548471857932,121.1548471857932,14678.4969966129,835.5506696706076,2025-11-27 20:32:05,0.8860761676792472,6,1000,1.0013886094653974,0.0159530488552697,1.0271186315104863,0.5082420463104733,808.3717694659993,1397.7624064157724,0.8877162969088838
catboost,no_wsi_solar,6,2024-10-20 00:00:00,13.25,-165.49441097561248,-178.74441097561248,178.74441097561248,31949.56445501865,1349.0144214393283,2025-11-27 20:32:05,0.8860761676792472,6,1000,1.0013886094653974,0.0159530488552697,1.0271186315104863,0.5082420463104733,808.3717694659993,1397.7624064157724,0.8877162969088838
catboost,no_wsi_solar,7,2024-10-20 01:00:00,13.5,-91.02049444804106,-104.52049444804106,104.52049444804106,10924.533759662983,774.2258842268035,2025-11-27 20:32:05,0.8860761676792472,6,1000,1.0013886094653974,0.0159530488552697,1.0271186315104863,0.5082420463104733,808.3717694659993,1397.7624064157724,0.8877162969088838
catboost,no_wsi_solar,8,2024-10-20 02:00:00,12.5,-74.42733075955039,-86.92733075955039,86.92733075955039,7556.360832980275,695.4186455200681,2025-11-27 20:32:05,0.8860761676792472,6,1000,1.0013886094653974,0.0159530488552697,1.0271186315104863,0.5082420463104733,808.3717694659993,1397.7624064157724,0.8877162969088838
catboost,no_wsi_solar,9,2024-10-20 03:00:00,13.5,241.43301190719467,227.93301190719467,227.93301190719467,51953.45791708535,1688.392679543373,2025-11-27 20:32:05,0.8860761676792472,6,1000,1.0013886094653974,0.0159530488552697,1.0271186315104863,0.5082420463104733,808.3717694659993,1397.7624064157724,0.8877162969088838
catboost,no_wsi_solar,10,2024-10-20 04:00:00,34.75,1071.8060931325565,1037.0560931325565,1037.0560931325565,1075485.3403033612,2984.334080098195,2025-11-27 20:32:05,0.8860761676792472,6,1000,1.0013886094653974,0.0159530488552697,1.0271186315104863,0.5082420463104733,808.3717694659993,1397.7624064157724,0.8877162969088838
catboost,no_wsi_solar,11,2024-10-20 05:00:00,1772.5,3914.248245766623,2141.748245766623,2141.748245766623,4587085.548244407,120.83205899884568,2025-11-27 20:32:05,0.8860761676792472,6,1000,1.0013886094653974,0.0159530488552697,1.0271186315104863,0.5082420463104733,808.3717694659993,1397.7624064157724,0.8877162969088838
catboost,no_wsi_solar,12,2024-10-20 06:00:00,6616.5,7912.442849844008,1295.9428498440084,1295.9428498440084,1679467.87006181,19.58653139638857,2025-11-27 20:32:05,0.8860761676792472,6,1000,1.0013886094653974,0.0159530488552697,1.0271186315104863,0.5082420463104733,808.3717694659993,1397.7624064157724,0.8877162969088838
catboost,no_wsi_solar,13,2024-10-20 07:00:00,12216.0,12786.016248486028,570.0162484860266,570.0162484860266,324918.5235380836,4.6661447976879495,2025-11-27 20:32:05,0.8860761676792472,6,1000,1.0013886094653974,0.0159530488552697,1.0271186315104863,0.5082420463104733,808.3717694659993,1397.7624064157724,0.8877162969088838
catboost,no_wsi_solar,14,2024-10-20 08:00:00,16961.75,17328.353784925144,366.6037849251443,366.6037849251443,134398.33512144146,2.1613559032819616,2025-11-27 20:32:05,0.8860761676792472,6,1000,1.0013886094653974,0.0159530488552697,1.0271186315104863,0.5082420463104733,808.3717694659993,1397.7624064157724,0.8877162969088838
catboost,no_wsi_solar,15,2024-10-20 09:00:00,19204.5,18923.910606355585,-280.5893936444154,280.5893936444154,78730.4078257407,1.4610606558060313,2025-11-27 20:32:05,0.8860761676792472,6,1000,1.0013886094653974,0.0159530488552697,1.0271186315104863,0.5082420463104733,808.3717694659993,1397.7624064157724,0.8877162969088838
