model,experiment,sample_index,datetime,actual,predicted,residual,absolute_error,squared_error,percentage_error,timestamp,param_dropout_rate,param_hidden_dim,param_lr,param_n_layers,param_seq_len,info_mae,info_rmse,info_r2
mcd30,with_wsi_wind,18,2024-10-20 12:00:00,17771.25,1890.7195,-15880.530517578123,15880.530517578123,252191249.51973012,89.36079632872864,2025-11-27 21:39:23,0.2564749173546173,128,0.0046936151739957,2,48,16477.52390549572,20898.05745111911,-1.5829779347535498
mcd30,with_wsi_wind,19,2024-10-20 13:00:00,14820.25,1871.7477,-12948.502319335938,12948.502319335938,167663712.31384814,87.37033666319529,2025-11-27 21:39:23,0.2564749173546173,128,0.0046936151739957,2,48,16477.52390549572,20898.05745111911,-1.5829779347535498
mcd30,with_wsi_wind,20,2024-10-20 14:00:00,12375.25,1889.9198,-10485.330200195312,10485.330200195312,109942149.40712789,84.72822933021021,2025-11-27 21:39:23,0.2564749173546173,128,0.0046936151739957,2,48,16477.52390549572,20898.05745111911,-1.5829779347535498
mcd30,with_wsi_wind,21,2024-10-20 15:00:00,12804.75,1866.3678,-10938.382202148438,10938.382202148438,119648205.2002777,85.42441048938788,2025-11-27 21:39:23,0.2564749173546173,128,0.0046936151739957,2,48,16477.52390549572,20898.05745111911,-1.5829779347535498
mcd30,with_wsi_wind,22,2024-10-20 16:00:00,15308.75,1884.6119,-13424.138061523438,13424.138061523438,180207482.69484225,87.68931533609646,2025-11-27 21:39:23,0.2564749173546173,128,0.0046936151739957,2,48,16477.52390549572,20898.05745111911,-1.5829779347535498
mcd30,with_wsi_wind,23,2024-10-20 17:00:00,16847.25,1904.1915,-14943.058471679688,14943.058471679688,223294996.4880381,88.69731541747655,2025-11-27 21:39:23,0.2564749173546173,128,0.0046936151739957,2,48,16477.52390549572,20898.05745111911,-1.5829779347535498
mcd30,with_wsi_wind,24,2024-10-20 18:00:00,16309.75,1896.0425,-14413.70751953125,14413.70751953125,207754964.4585917,88.37479127222926,2025-11-27 21:39:23,0.2564749173546173,128,0.0046936151739957,2,48,16477.52390549572,20898.05745111911,-1.5829779347535498
mcd30,with_wsi_wind,25,2024-10-20 19:00:00,16028.25,1885.9106,-14142.33935546875,14142.33935546875,200005762.44524023,88.23383311003963,2025-11-27 21:39:23,0.2564749173546173,128,0.0046936151739957,2,48,16477.52390549572,20898.05745111911,-1.5829779347535498
mcd30,with_wsi_wind,26,2024-10-20 20:00:00,14871.5,1871.0599,-13000.440063476562,13000.440063476562,169011441.84404647,87.41848544846061,2025-11-27 21:39:23,0.2564749173546173,128,0.0046936151739957,2,48,16477.52390549572,20898.05745111911,-1.5829779347535498
mcd30,with_wsi_wind,27,2024-10-20 21:00:00,13892.25,1908.2775,-11983.972534179688,11983.972534179688,143615597.6999731,86.26372642423698,2025-11-27 21:39:23,0.2564749173546173,128,0.0046936151739957,2,48,16477.52390549572,20898.05745111911,-1.5829779347535498
mcd30,with_wsi_wind,28,2024-10-20 22:00:00,12451.75,1877.1505,-10574.599487304688,10574.599487304688,111822154.31690456,84.92460487318003,2025-11-27 21:39:23,0.2564749173546173,128,0.0046936151739957,2,48,16477.52390549572,20898.05745111911,-1.5829779347535498
mcd30,with_wsi_wind,29,2024-10-20 23:00:00,11078.75,1882.627,-9196.123046875,9196.123046875,84568679.09326553,83.00686491586775,2025-11-27 21:39:23,0.2564749173546173,128,0.0046936151739957,2,48,16477.52390549572,20898.05745111911,-1.5829779347535498
