model,experiment,sample_index,datetime,actual,predicted,residual,absolute_error,squared_error,percentage_error,timestamp,param_cnn_filters,param_kernel_size,param_lr,param_lstm_hidden,param_n_layers,param_seq_len,info_mae,info_rmse,info_r2
cnn_lstm,no_wsi_wind,88,2024-10-23 10:00:00,2946.5,1800.9777,-1145.5223388671875,1145.5223388671875,1312221.4288437515,38.877391442840654,2025-11-27 21:50:13,64,5,0.0094740964950443,128,1,48,16552.585982356733,20965.307111650774,-1.5996286573237102
cnn_lstm,no_wsi_wind,89,2024-10-23 11:00:00,2518.25,1800.9777,-717.2723388671875,717.2723388671875,514479.6081040055,28.482967888983985,2025-11-27 21:50:13,64,5,0.0094740964950443,128,1,48,16552.585982356733,20965.307111650774,-1.5996286573237102
cnn_lstm,no_wsi_wind,90,2024-10-23 12:00:00,2371.25,1800.9777,-570.2723388671875,570.2723388671875,325210.54047705233,24.04943969909468,2025-11-27 21:50:13,64,5,0.0094740964950443,128,1,48,16552.585982356733,20965.307111650774,-1.5996286573237102
cnn_lstm,no_wsi_wind,91,2024-10-23 13:00:00,2473.75,1800.9777,-672.7723388671875,672.7723388671875,452622.61994482577,27.19645634621396,2025-11-27 21:50:13,64,5,0.0094740964950443,128,1,48,16552.585982356733,20965.307111650774,-1.5996286573237102
cnn_lstm,no_wsi_wind,92,2024-10-23 14:00:00,3030.25,1800.9777,-1229.2723388671875,1229.2723388671875,1511110.4831040057,40.56669709968256,2025-11-27 21:50:13,64,5,0.0094740964950443,128,1,48,16552.585982356733,20965.307111650774,-1.5996286573237102
cnn_lstm,no_wsi_wind,93,2024-10-23 15:00:00,4063.75,1800.9777,-2262.7723388671875,2262.7723388671875,5120138.657542482,55.68187853242989,2025-11-27 21:50:13,64,5,0.0094740964950443,128,1,48,16552.585982356733,20965.307111650774,-1.5996286573237102
cnn_lstm,no_wsi_wind,94,2024-10-23 16:00:00,4711.75,1800.9777,-2910.7723388671875,2910.7723388671875,8472595.608714357,61.77688414837396,2025-11-27 21:50:13,64,5,0.0094740964950443,128,1,48,16552.585982356733,20965.307111650774,-1.5996286573237102
cnn_lstm,no_wsi_wind,95,2024-10-23 17:00:00,5253.25,1800.9777,-3452.2723388671875,3452.2723388671875,11918184.30170752,65.71688647714493,2025-11-27 21:50:13,64,5,0.0094740964950443,128,1,48,16552.585982356733,20965.307111650774,-1.5996286573237102
cnn_lstm,no_wsi_wind,96,2024-10-23 18:00:00,5315.0,1800.9777,-3514.0223388671875,3514.0223388671875,12348352.99805762,66.11518981863736,2025-11-27 21:50:13,64,5,0.0094740964950443,128,1,48,16552.585982356733,20965.307111650774,-1.5996286573237102
cnn_lstm,no_wsi_wind,97,2024-10-23 19:00:00,5045.75,1800.9777,-3244.7723388671875,3244.7723388671875,10528547.531077638,64.3070373851411,2025-11-27 21:50:13,64,5,0.0094740964950443,128,1,48,16552.585982356733,20965.307111650774,-1.5996286573237102
cnn_lstm,no_wsi_wind,98,2024-10-23 20:00:00,4543.75,1800.9777,-2742.7723388671875,2742.7723388671875,7522800.102854982,60.3636278153761,2025-11-27 21:50:13,64,5,0.0094740964950443,128,1,48,16552.585982356733,20965.307111650774,-1.5996286573237102
