Month,Region,Region_Type,Mean,Std,Min,Max,Count
April,BB,Bundesland,2.596541786743516,5.8142127037304165,0.0,24.0,4858
April,BE,Bundesland,2.488888888888889,5.631038640050255,0.0,24.0,540
April,BW,Bundesland,1.7955840455840455,4.872466677147868,0.0,24.0,5616
April,BY,Bundesland,1.7536777686242204,4.88566843634354,0.0,24.0,8497
April,Germany,Germany,2.1686672649764414,5.358130367083033,0.0,24.0,53484
April,HB,Bundesland,2.137037037037037,5.2881491405969285,0.0,24.0,1080
April,HE,Bundesland,2.1401689708141323,5.424643131344272,0.0,24.0,2604
April,HH,Bundesland,2.0618429189857763,5.353807270963087,0.0,24.0,1617
April,MV,Bundesland,1.7828703703703703,4.867734902109336,0.0,24.0,2160
April,NI,Bundesland,2.3635737648476502,5.4595010980656395,0.0,24.0,5809
April,NW,Bundesland,2.3578606710952137,5.4805080455943465,0.0,24.0,5871
April,RP,Bundesland,2.2315006200909466,5.438594718442995,0.0,24.0,2419
April,SH,Bundesland,2.074543767398701,5.275663200064297,0.0,24.0,3233
April,SL,Bundesland,2.3444444444444446,5.657499223547478,0.0,24.0,540
April,SN,Bundesland,2.443621399176955,5.711914092310625,0.0,24.0,4860
April,ST,Bundesland,2.507037037037037,5.782101982254906,0.0,24.0,2700
April,TH,Bundesland,2.213888888888889,5.46499447928674,0.0,24.0,1080
August,BB,Bundesland,1.4136299100804544,4.572595883794254,0.0,24.0,4226
August,BE,Bundesland,1.2078853046594982,4.044608820523728,0.0,24.0,558
August,BW,Bundesland,1.4306569343065694,4.536870672669453,0.0,24.0,3836
August,BY,Bundesland,1.4741077676696992,4.582076155758235,0.0,24.0,8574
August,Germany,Germany,1.561430700447094,4.708482387601755,0.0,24.0,50325
August,HB,Bundesland,1.6567164179104477,4.867831552967588,0.0,24.0,1005
August,HE,Bundesland,1.6312056737588652,4.813769738052595,0.0,24.0,2679
August,HH,Bundesland,1.6535244922341696,4.766705873110973,0.0,24.0,1674
August,MV,Bundesland,1.4659498207885304,4.513112137788774,0.0,24.0,2232
August,NI,Bundesland,1.650674936154688,4.8360842350468385,0.0,24.0,5482
August,NW,Bundesland,1.6673246007536335,4.806769048005961,0.0,24.0,5573
August,RP,Bundesland,1.560573476702509,4.688858466519591,0.0,24.0,2790
August,SH,Bundesland,1.6299519807923168,4.78021072002737,0.0,24.0,3332
August,SL,Bundesland,1.064516129032258,3.6541895533046533,0.0,23.0,558
August,SN,Bundesland,1.5864102564102565,4.823796482187227,0.0,24.0,3900
August,ST,Bundesland,1.8096774193548386,5.08239527573947,0.0,24.0,2790
