datetime,actual,arimax_prediction,arimax_error,arimax_squared_error,sarimax_prediction,sarimax_error,sarimax_squared_error
2024-10-19 19:00:00,10.75,-920.4843720025383,931.2343720025383,867197.4555989619,17.471914045361473,-6.721914045361473,45.18412843322784
2024-10-19 20:00:00,11.75,-1223.5317269973457,1235.2817269973457,1525920.9450535448,131.84269827406047,-120.09269827406047,14422.256178744527
2024-10-19 21:00:00,13.25,-1441.3255177550018,1454.5755177550018,2115789.9368522316,254.11276745540704,-240.86276745540704,58014.87274627749
2024-10-19 22:00:00,14.5,-904.5863340091892,919.0863340091892,844719.6893624509,314.24156599826335,-299.74156599826335,89845.00638709127
2024-10-19 23:00:00,13.5,685.2177699892782,-671.7177699892782,451204.7625193688,484.1994265863254,-470.6994265863254,221557.9501886955
2024-10-20 00:00:00,14.5,1885.4028901834972,-1870.9028901834972,3500277.624496963,367.24276119594435,-352.74276119594435,124427.45557613902
2024-10-20 01:00:00,13.25,3470.9809930427,-3457.7309930427,11955903.620248057,439.1668802312327,-425.9168802312327,181405.18886590624
2024-10-20 02:00:00,13.5,5622.245186880697,-5608.745186880697,31458022.57135738,541.673606520953,-528.173606520953,278967.3586253504
2024-10-20 03:00:00,12.5,8548.895731534809,-8536.395731534809,72870052.0853657,624.2474080329956,-611.7474080329956,374234.89123508846
2024-10-20 04:00:00,13.5,11176.429148061201,-11162.929148061201,124610987.16463438,586.9803099739006,-573.4803099739006,328879.6659277611
2024-10-20 05:00:00,34.75,13281.883334805258,-13247.133334805258,175486541.59010866,627.5453183513152,-592.7953183513152,351406.2894592372
2024-10-20 06:00:00,1772.5,15279.471958020236,-13506.971958020236,182438291.474745,3149.237712709088,-1376.737712709088,1895406.7295954516
2024-10-20 07:00:00,6616.5,18397.600580561906,-11781.100580561906,138794330.88931608,8480.239487182205,-1863.7394871822053,3473524.8760821894
2024-10-20 08:00:00,12216.0,21353.716929776594,-9137.716929776594,83497870.68872578,14342.07968766047,-2126.079687660471,4520214.838282445
2024-10-20 09:00:00,16961.75,24102.160984636284,-7140.410984636284,50985469.029514514,18603.18163784333,-1641.4316378433286,2694297.821713032
2024-10-20 10:00:00,19204.5,25587.33736263914,-6382.83736263914,40740612.797902174,20455.263760566064,-1250.7637605660639,1564409.9847453618
2024-10-20 11:00:00,19226.75,25801.893689389806,-6575.143689389806,43232514.53612259,19677.954778435138,-451.204778435138,203585.75208270198
2024-10-20 12:00:00,16628.25,24755.404997786507,-8127.154997786507,66050648.3580462,16805.580428690453,-177.33042869045312,31446.08093953988
2024-10-20 13:00:00,11987.5,22322.16001294693,-10334.66001294693,106805197.58320424,12435.283923483352,-447.7839234833518,200510.44213014428
2024-10-20 14:00:00,6483.25,19185.28091361141,-12702.030913611408,161341589.33033988,7316.910861884446,-833.6608618844457,694990.4326379169
2024-10-20 15:00:00,1612.0,15482.60631407611,-13870.60631407611,192393719.52008808,2369.91072184471,-757.9107218447102,574428.6622871697
2024-10-20 16:00:00,46.75,11178.270453399513,-11131.520453399513,123910747.6044517,-41.79661017587705,88.54661017587705,7840.502173638733
2024-10-20 17:00:00,24.5,8130.203930489719,-8105.703930489719,65702436.20875648,55.25998266988472,-30.75998266988472,946.1765338516084
2024-10-20 18:00:00,23.25,6657.871846702881,-6634.621846702881,44018207.04874715,388.4255357831746,-365.1755357831746,133353.17193452863
2024-10-20 19:00:00,23.25,5354.511697907001,-5331.261697907001,28422351.291570235,423.9908636971941,-400.7408636971941,160593.23983677308
2024-10-20 20:00:00,18.75,4775.222716833465,-4756.472716833465,22624032.70598112,534.9199668294609,-516.1699668294609,266431.4346567268
2024-10-20 21:00:00,18.5,4742.161002552602,-4723.661002552602,22312973.267036255,598.4683066198999,-579.9683066198999,336363.2366835542
2024-10-20 22:00:00,17.5,5361.551577038132,-5344.051577038132,28558887.258043744,662.978866846172,-645.478866846172,416642.9675450182
2024-10-20 23:00:00,17.75,6613.3636822612025,-6595.6136822612025,43502119.84563118,724.5502188871678,-706.8002188871678,499566.54941894836
2024-10-21 00:00:00,18.25,8247.364655860234,-8229.114655860234,67718328.0192937,794.084580788686,-775.834580788686,601919.2967475562
2024-10-21 01:00:00,18.75,10102.496355623938,-10083.746355623938,101681940.56455906,741.2990818619068,-722.5490818619068,522077.1756994844
2024-10-21 02:00:00,17.25,12542.042946812697,-12524.792946812697,156870438.36052907,731.6337898463213,-714.3837898463213,510344.19919519295
2024-10-21 03:00:00,18.25,14910.276007644366,-14892.026007644366,221772438.61235622,664.4556735565623,-646.2056735565623,417581.7725366903
2024-10-21 04:00:00,18.5,17825.614668981172,-17807.114668981172,317093332.83424443,709.8080028257517,-691.3080028257517,477906.7547709295
2024-10-21 05:00:00,36.5,20800.190439048223,-20763.690439048223,431130840.6486226,1035.8668206607701,-999.3668206607701,998734.0422376159
2024-10-21 06:00:00,1494.25,23014.96553735109,-21520.71553735109,463141197.2395846,3776.9063543192024,-2282.6563543192024,5210520.031913832
2024-10-21 07:00:00,5695.5,26224.686668890994,-20529.186668890994,421447505.28617173,9319.90355427919,-3624.40355427919,13136301.124271624
2024-10-21 08:00:00,10581.5,29135.563309175428,-18554.063309175428,344253265.2808898,14987.312976785672,-4405.812976785672,19411187.98641302
2024-10-21 09:00:00,14843.75,32110.512389653828,-17266.762389653828,298141083.42076397,19360.663730797878,-4516.913730797878,20402509.651470404
2024-10-21 10:00:00,17403.75,33934.578567889985,-16530.828567889985,273268293.14096767,21094.120666391198,-3690.370666391198,13618835.655360615
2024-10-21 11:00:00,17662.75,34332.62674377486,-16669.87674377486,277884790.65264595,20316.624554976148,-2653.874554976148,7043050.153549847
2024-10-21 12:00:00,16252.5,33313.2357317172,-17060.7357317172,291068703.707492,17514.391917628327,-1261.891917628327,1592371.2117756966
2024-10-21 13:00:00,13279.5,31349.311585863587,-18069.811585863587,326518090.7486099,13426.182669692875,-146.6826696928747,21515.80558822898
2024-10-21 14:00:00,7840.0,28325.62271087244,-20485.62271087244,419660737.8522128,8348.81565673044,-508.8156567304395,258893.37253402846
2024-10-21 15:00:00,2150.25,24296.222767694388,-22145.972767694388,490444109.8274614,3424.6961682043684,-1274.4461682043684,1624213.0356507972
2024-10-21 16:00:00,62.25,19461.43463080749,-19399.18463080749,376328364.3401575,941.3633147610067,-879.1133147610067,772840.2201900848
2024-10-21 17:00:00,30.0,14840.85180819314,-14810.85180819314,219361331.284258,453.6900181024316,-423.6900181024316,179513.23143963882
2024-10-21 18:00:00,18.0,11558.599678195547,-11540.599678195547,133185440.93236718,520.971919011854,-502.97191901185397,252980.751314467
2024-10-21 19:00:00,12.75,9114.341038858984,-9101.591038858984,82838959.43863815,525.9465534613671,-513.1965534613671,263370.7024846258
2024-10-21 20:00:00,11.25,7720.8643406378105,-7709.6143406378105,59438153.28136818,715.3863000203866,-704.1363000203866,495807.9290063998
2024-10-21 21:00:00,8.25,7014.858662922401,-7006.608662922401,49092564.95533924,809.5890768560928,-801.3390768560928,642144.316096575
2024-10-21 22:00:00,7.25,6745.074221957475,-6737.824221957475,45398275.245996855,963.175842249518,-955.925842249518,913794.2158804504
2024-10-21 23:00:00,7.0,7178.455805712845,-7171.455805712845,51429778.373292476,1141.1607619676754,-1134.1607619676754,1286320.633987098
