datetime,actual,arima_prediction,arima_error,sarima_prediction,sarima_error,arima_squared_error,sarima_squared_error
2024-10-19 19:00:00,10.75,-322.75668838324674,333.50668838324674,71.99666890404278,-61.24666890404278,111226.71119636005,3751.1544518414407
2024-10-19 20:00:00,11.75,-593.9936084227443,605.7436084227443,167.42164286569704,-155.67164286569704,366925.31914500694,24233.660392505124
2024-10-19 21:00:00,13.25,-361.06350421511706,374.31350421511706,247.6468398486836,-234.3968398486836,140110.59943780047,54941.878531049435
2024-10-19 22:00:00,14.5,584.7096406550033,-570.2096406550033,287.48205136490907,-272.98205136490907,325139.03429590806,74519.20036739386
2024-10-19 23:00:00,13.5,2063.966694677272,-2050.466694677272,290.8282011619198,-277.3282011619198,4204413.665980736,76910.93115970626
2024-10-20 00:00:00,14.5,3791.899427168052,-3777.399427168052,270.0577245496203,-255.55772454962027,14268746.432369528,65309.75057697959
2024-10-20 01:00:00,13.25,5453.282728235575,-5440.032728235575,239.63149011746668,-226.38149011746668,29593956.08427419,51248.57906780467
2024-10-20 02:00:00,13.5,6897.250766951526,-6883.750766951526,206.60282633350272,-193.10282633350272,47386024.62150572,37288.70153798691
2024-10-20 03:00:00,12.5,8018.314390966465,-8005.814390966465,175.8079965935355,-163.3079965935355,64093064.06260575,26669.501751394204
2024-10-20 04:00:00,13.5,8817.057344206749,-8803.557344206749,153.7610790627148,-140.2610790627148,77502621.91273658,19673.170299837133
2024-10-20 05:00:00,34.75,9256.003605153352,-9221.253605153352,255.70410466017776,-220.95410466017776,85031518.05055368,48820.716366180786
2024-10-20 06:00:00,1772.5,9360.149736128193,-7587.649736128193,2777.431907292792,-1004.931907292792,57572428.51816623,1009888.1382951286
2024-10-20 07:00:00,6616.5,9118.637271983056,-2502.137271983056,8257.840620488972,-1641.3406204889725,6260690.92784681,2693999.0324671254
2024-10-20 08:00:00,12216.0,8601.915634605526,3614.084365394474,14148.66515742012,-1932.6651574201187,13061605.800188778,3735194.6107057324
2024-10-20 09:00:00,16961.75,7853.926688474338,9107.823311525664,18361.340835446725,-1399.590835446725,82952445.47397032,1958854.5066664615
2024-10-20 10:00:00,19204.5,6989.593847079614,12214.906152920386,20189.28474371252,-984.78474371252,149203932.3246523,969800.9914489337
2024-10-20 11:00:00,19226.75,6074.566151732466,13152.183848267534,19426.976359981003,-200.22635998100304,172979939.9786294,40090.595231242216
2024-10-20 12:00:00,16628.25,5220.461385609737,11407.788614390263,16594.459649309032,33.7903506909679,130137641.07061212,1141.7877998185947
