datetime,pressure_station,dew_point,avg_temperature,precipitation,extreme_wind_speed,cloudiness,visibility
2019-01-06 21:00:00,1031.25,2.26,3.09,0.15,5.6,7.65,14611.0
2019-01-06 22:00:00,1031.34,2.25,3.07,0.16,5.51,7.53,14014.1
2019-01-06 23:00:00,1031.22,2.23,3.03,0.16,5.44,7.63,12961.9
2019-01-07 00:00:00,1031.25,2.22,3.01,0.14,5.53,7.59,12481.4
2019-01-07 01:00:00,1031.29,2.22,2.99,0.12,5.66,7.63,12629.5
2019-01-07 02:00:00,1031.39,2.23,2.96,0.11,5.63,7.6,11625.5
2019-01-07 03:00:00,1031.22,2.21,2.92,0.1,5.62,7.64,10680.8
2019-01-07 04:00:00,1030.87,2.19,2.88,0.1,5.65,7.64,11108.1
2019-01-07 05:00:00,1030.66,2.18,2.86,0.1,5.69,7.6,10193.2
2019-01-07 06:00:00,1030.58,2.14,2.86,0.09,5.71,7.65,10054.8
2019-01-07 07:00:00,1030.7,2.13,2.86,0.09,5.71,7.59,10605.5
2019-01-07 08:00:00,1030.78,2.12,2.87,0.09,5.59,7.63,9739.4
2019-01-07 09:00:00,1030.81,2.23,3.09,0.09,5.55,7.65,10724.3
2019-01-07 10:00:00,1030.59,2.33,3.4,0.08,5.84,7.67,13320.8
2019-01-07 11:00:00,1030.01,2.4,3.69,0.07,6.23,7.67,13819.8
2019-01-07 12:00:00,1029.26,2.43,3.9,0.07,6.59,7.59,15074.2
2019-01-07 13:00:00,1028.53,2.44,4.0,0.06,6.94,7.65,15515.2
2019-01-07 14:00:00,1028.03,2.47,3.99,0.06,7.14,7.66,14801.8
2019-01-07 15:00:00,1027.51,2.49,3.87,0.05,7.26,7.64,13619.0
2019-01-07 16:00:00,1026.79,2.48,3.73,0.06,7.46,7.68,12278.7
2019-01-07 17:00:00,1025.81,2.49,3.67,0.06,7.98,7.66,11954.6
2019-01-07 18:00:00,1024.78,2.5,3.67,0.08,8.52,7.63,11456.8
2019-01-07 19:00:00,1023.67,2.52,3.66,0.12,9.32,7.66,9848.0
2019-01-07 20:00:00,1022.36,2.56,3.67,0.17,9.94,7.72,9484.3
2019-01-07 21:00:00,1021.05,2.56,3.69,0.24,10.42,7.61,10242.8
2019-01-07 22:00:00,1019.77,2.52,3.72,0.3,10.88,7.44,10593.3
2019-01-07 23:00:00,1018.35,2.47,3.74,0.34,11.27,7.46,11676.2
2019-01-08 00:00:00,1017.04,2.48,3.76,0.39,11.66,7.39,12014.7
2019-01-08 01:00:00,1015.78,2.47,3.8,0.42,12.04,7.47,13510.1
2019-01-08 02:00:00,1014.6,2.44,3.79,0.43,12.35,7.42,15591.7
2019-01-08 03:00:00,1013.45,2.39,3.76,0.42,12.5,7.4,16041.4
2019-01-08 04:00:00,1012.02,2.35,3.77,0.41,12.71,7.34,16745.9
2019-01-08 05:00:00,1010.82,2.33,3.81,0.37,13.19,7.19,18470.2
2019-01-08 06:00:00,1009.81,2.3,3.84,0.34,13.45,7.23,19804.3
2019-01-08 07:00:00,1009.15,2.28,3.9,0.33,13.78,7.36,19375.7
2019-01-08 08:00:00,1008.61,2.28,3.97,0.31,13.99,7.38,19796.5
2019-01-08 09:00:00,1008.16,2.36,4.11,0.31,14.32,7.29,19801.8
2019-01-08 10:00:00,1008.06,2.42,4.28,0.32,14.78,7.19,20557.1
2019-01-08 11:00:00,1007.5,2.44,4.44,0.31,15.1,7.24,22802.4
2019-01-08 12:00:00,1006.97,2.39,4.52,0.31,15.38,7.3,21720.4
2019-01-08 13:00:00,1006.62,2.26,4.48,0.33,15.62,7.33,22794.9
2019-01-08 14:00:00,1006.72,2.02,4.35,0.3,15.88,7.32,23743.4
2019-01-08 15:00:00,1007.0,1.77,4.15,0.29,15.48,7.3,26438.3
2019-01-08 16:00:00,1007.28,1.57,3.86,0.29,15.27,7.27,24460.1
2019-01-08 17:00:00,1007.5,1.35,3.65,0.32,15.2,7.34,26192.7
2019-01-08 18:00:00,1007.61,1.2,3.38,0.3,15.12,7.38,26313.7
2019-01-08 19:00:00,1007.87,1.02,3.13,0.36,15.05,7.29,24135.2
2019-01-08 20:00:00,1008.1,0.86,2.93,0.35,14.82,7.22,24515.3
2019-01-08 21:00:00,1008.18,0.68,2.72,0.31,14.78,7.16,22369.0
2019-01-08 22:00:00,1008.3,0.52,2.53,0.32,14.67,7.22,21694.5
2019-01-08 23:00:00,1008.33,0.34,2.29,0.36,14.44,7.16,20217.5
2019-01-09 00:00:00,1008.41,0.12,2.07,0.37,14.47,7.09,19617.5
2019-01-09 01:00:00,1008.64,-0.04,1.88,0.37,14.15,7.15,22005.6
2019-01-09 02:00:00,1009.05,-0.18,1.72,0.34,13.69,7.15,21058.4
2019-01-09 03:00:00,1009.39,-0.35,1.55,0.3,13.53,7.17,22954.2
2019-01-09 04:00:00,1009.43,-0.53,1.38,0.32,13.46,7.06,23928.3
2019-01-09 05:00:00,1009.62,-0.72,1.22,0.34,13.08,6.85,24682.6
2019-01-09 06:00:00,1009.93,-0.89,1.06,0.33,12.77,6.78,24939.1
2019-01-09 07:00:00,1010.44,-1.06,0.92,0.25,12.34,6.81,25833.9
2019-01-09 08:00:00,1011.05,-1.19,0.81,0.22,12.02,6.79,24730.7
2019-01-09 09:00:00,1011.73,-1.25,0.88,0.22,11.88,6.78,23320.3
2019-01-09 10:00:00,1012.41,-1.25,1.06,0.19,11.88,6.74,23004.1
2019-01-09 11:00:00,1012.71,-1.31,1.21,0.15,12.01,6.63,24030.4
2019-01-09 12:00:00,1012.85,-1.43,1.24,0.18,12.08,7.02,23484.3
2019-01-09 13:00:00,1013.2,-1.58,1.26,0.2,12.14,7.03,25372.6
2019-01-09 14:00:00,1013.86,-1.63,1.17,0.19,11.91,7.05,24961.3
2019-01-09 15:00:00,1014.54,-1.68,0.99,0.22,11.52,7.03,24272.8
2019-01-09 16:00:00,1015.17,-1.72,0.75,0.21,10.99,6.89,21487.5
2019-01-09 17:00:00,1015.76,-1.7,0.57,0.22,10.56,7.03,20594.2
2019-01-09 18:00:00,1016.5,-1.71,0.46,0.22,10.2,7.13,22178.3
2019-01-09 19:00:00,1017.22,-1.76,0.38,0.19,9.9,7.23,24169.3
2019-01-09 20:00:00,1017.97,-1.81,0.32,0.16,9.67,7.43,25602.9
2019-01-09 21:00:00,1018.6,-1.85,0.25,0.15,9.25,7.39,26654.4
2019-01-09 22:00:00,1019.2,-1.84,0.17,0.14,8.88,7.41,26994.4
2019-01-09 23:00:00,1019.66,-1.86,0.08,0.14,8.4,7.48,26837.4
2019-01-10 00:00:00,1020.01,-1.91,-0.02,0.15,8.01,7.46,27184.6
2019-01-10 01:00:00,1020.48,-1.95,-0.1,0.14,7.76,7.59,27155.6
2019-01-10 02:00:00,1021.16,-1.97,-0.17,0.12,7.52,7.59,28360.9
2019-01-10 03:00:00,1021.65,-1.98,-0.24,0.13,7.23,7.57,27467.4
2019-01-10 04:00:00,1021.73,-2.02,-0.33,0.14,7.07,7.61,27284.9
2019-01-10 05:00:00,1022.02,-2.07,-0.4,0.14,6.92,7.6,28182.6
2019-01-10 06:00:00,1022.4,-2.11,-0.48,0.14,6.68,7.57,27429.8
2019-01-10 07:00:00,1022.99,-2.18,-0.54,0.14,6.3,7.55,27311.6
2019-01-10 08:00:00,1023.54,-2.23,-0.57,0.14,6.15,7.42,27722.0
2019-01-10 09:00:00,1024.08,-2.21,-0.39,0.13,6.01,7.53,28984.2
2019-01-10 10:00:00,1024.5,-2.23,-0.11,0.12,6.09,7.44,30091.6
2019-01-10 11:00:00,1024.68,-2.34,0.1,0.09,6.14,7.49,32444.5
2019-01-10 12:00:00,1024.5,-2.46,0.24,0.09,6.12,7.59,34192.3
2019-01-10 13:00:00,1024.34,-2.63,0.27,0.08,6.05,7.55,35736.5
2019-01-10 14:00:00,1024.48,-2.73,0.19,0.07,5.89,7.48,36612.9
2019-01-10 15:00:00,1024.68,-2.84,-0.03,0.06,5.77,7.49,36542.7
2019-01-10 16:00:00,1024.9,-2.92,-0.34,0.05,5.37,7.57,35124.1
2019-01-10 17:00:00,1025.05,-2.95,-0.57,0.04,5.09,7.56,35198.9
2019-01-10 18:00:00,1025.16,-3.0,-0.76,0.04,4.93,7.65,31563.6
2019-01-10 19:00:00,1025.29,-3.03,-0.95,0.04,4.82,7.66,29771.4
2019-01-10 20:00:00,1025.41,-3.02,-1.1,0.05,4.59,7.61,27541.5
2019-01-10 21:00:00,1025.48,-3.03,-1.24,0.05,4.45,7.45,26085.2
2019-01-10 22:00:00,1025.39,-3.02,-1.33,0.06,4.39,7.5,23786.4
2019-01-10 23:00:00,1025.18,-3.03,-1.42,0.05,4.52,7.48,22948.5
2019-01-11 00:00:00,1024.85,-2.98,-1.43,0.05,4.51,7.6,20584.6
2019-01-11 01:00:00,1024.52,-2.91,-1.46,0.04,4.61,7.53,18850.8
2019-01-11 02:00:00,1024.33,-2.83,-1.43,0.04,4.82,7.61,16842.9
2019-01-11 03:00:00,1023.89,-2.69,-1.4,0.04,5.05,7.48,15439.0
2019-01-11 04:00:00,1023.38,-2.56,-1.34,0.05,5.31,7.52,12391.2
2019-01-11 05:00:00,1022.99,-2.39,-1.25,0.05,5.62,7.61,11883.0
2019-01-11 06:00:00,1022.57,-2.18,-1.12,0.07,5.87,7.44,10386.0
2019-01-11 07:00:00,1022.3,-1.95,-0.97,0.07,6.08,7.4,9482.6
2019-01-11 08:00:00,1022.13,-1.71,-0.73,0.07,6.39,7.43,8618.8
2019-01-11 09:00:00,1021.88,-1.39,-0.33,0.08,6.67,7.37,8079.0
2019-01-11 10:00:00,1021.67,-0.99,0.16,0.1,7.11,7.46,7877.1
2019-01-11 11:00:00,1021.16,-0.63,0.59,0.11,7.53,7.45,8659.7
2019-01-11 12:00:00,1020.49,-0.34,0.94,0.13,7.84,7.6,10054.4
2019-01-11 13:00:00,1019.79,-0.04,1.19,0.15,8.14,7.44,9190.6
2019-01-11 14:00:00,1019.4,0.22,1.38,0.16,8.26,7.37,9598.6
2019-01-11 15:00:00,1019.3,0.4,1.47,0.16,8.38,7.3,9505.1
2019-01-11 16:00:00,1019.2,0.54,1.52,0.17,8.56,7.39,10125.1
2019-01-11 17:00:00,1019.11,0.66,1.62,0.17,8.68,7.38,9698.3
2019-01-11 18:00:00,1019.2,0.73,1.77,0.17,8.81,7.5,10312.5
2019-01-11 19:00:00,1019.33,0.78,1.88,0.14,8.71,7.47,11005.5
2019-01-11 20:00:00,1019.43,0.84,1.96,0.13,8.72,7.51,11329.7
2019-01-11 21:00:00,1019.53,0.9,2.05,0.13,8.49,7.57,10723.3
2019-01-11 22:00:00,1019.59,0.96,2.17,0.12,8.46,7.58,11450.2
2019-01-11 23:00:00,1019.63,1.02,2.26,0.1,8.61,7.63,11413.2
2019-01-12 00:00:00,1019.68,1.09,2.36,0.09,8.66,7.62,11558.4
2019-01-12 01:00:00,1019.68,1.17,2.47,0.07,8.71,7.58,11979.8
2019-01-12 02:00:00,1019.85,1.25,2.56,0.06,8.57,7.58,13093.6
2019-01-12 03:00:00,1019.64,1.35,2.61,0.06,8.45,7.53,12968.3
2019-01-12 04:00:00,1019.29,1.46,2.66,0.08,8.36,7.6,13658.8
2019-01-12 05:00:00,1018.94,1.55,2.68,0.09,8.37,7.57,15415.8
2019-01-12 06:00:00,1018.78,1.6,2.72,0.08,8.59,7.55,14936.9
2019-01-12 07:00:00,1018.69,1.63,2.77,0.09,8.74,7.57,15893.2
2019-01-12 08:00:00,1018.53,1.68,2.81,0.08,8.87,7.59,16314.2
2019-01-12 09:00:00,1018.03,1.8,2.98,0.08,9.11,7.48,16794.1
2019-01-12 10:00:00,1017.39,1.98,3.24,0.08,9.62,7.57,15282.0
2019-01-12 11:00:00,1016.31,2.09,3.43,0.08,10.26,7.58,17377.9
2019-01-12 12:00:00,1015.22,2.18,3.56,0.13,10.83,7.51,17526.6
2019-01-12 13:00:00,1014.02,2.21,3.64,0.15,11.13,7.52,17732.3
2019-01-12 14:00:00,1013.12,2.24,3.67,0.18,11.29,7.53,19144.5
2019-01-12 15:00:00,1012.39,2.28,3.64,0.24,11.32,7.44,16517.6
2019-01-12 16:00:00,1011.71,2.33,3.6,0.35,11.36,7.43,15752.4
2019-01-12 17:00:00,1011.04,2.33,3.6,0.45,11.45,7.57,16223.8
2019-01-12 18:00:00,1010.61,2.32,3.61,0.48,11.46,7.53,17687.5
2019-01-12 19:00:00,1010.25,2.37,3.6,0.54,11.4,7.44,15212.2
2019-01-12 20:00:00,1009.85,2.42,3.55,0.6,11.53,7.37,17387.7
2019-01-12 21:00:00,1009.48,2.45,3.56,0.59,11.44,7.57,18342.8
2019-01-12 22:00:00,1009.13,2.5,3.63,0.55,11.06,7.52,18747.1
2019-01-12 23:00:00,1008.85,2.6,3.7,0.48,10.86,7.51,21077.1
2019-01-13 00:00:00,1008.61,2.68,3.8,0.4,10.78,7.51,20853.4
2019-01-13 01:00:00,1008.49,2.76,3.87,0.37,10.72,7.39,21521.2
2019-01-13 02:00:00,1008.43,2.84,3.95,0.32,10.36,7.41,21612.2
2019-01-13 03:00:00,1008.19,2.94,4.02,0.24,10.04,7.44,22071.7
2019-01-13 04:00:00,1007.82,3.06,4.1,0.18,9.71,7.53,21669.5
2019-01-13 05:00:00,1007.21,3.18,4.21,0.16,9.58,7.59,22691.2
2019-01-13 06:00:00,1006.57,3.33,4.31,0.18,9.55,7.65,19157.9
2019-01-13 07:00:00,1005.9,3.48,4.41,0.31,9.63,7.58,17635.6
2019-01-13 08:00:00,1005.32,3.67,4.57,0.5,9.91,7.59,15359.8
2019-01-13 09:00:00,1004.47,3.91,4.79,0.67,10.34,7.59,12924.2
2019-01-13 10:00:00,1003.43,4.15,5.05,0.73,11.1,7.45,11871.2
2019-01-13 11:00:00,1002.12,4.33,5.26,0.78,11.69,7.57,11233.8
2019-01-13 12:00:00,1000.77,4.48,5.42,0.78,12.39,7.52,11356.6
2019-01-13 13:00:00,999.47,4.64,5.61,0.72,12.64,7.58,12785.8
2019-01-13 14:00:00,998.37,4.81,5.79,0.68,13.02,7.53,12534.1
2019-01-13 15:00:00,997.42,4.94,6.01,0.72,13.64,7.52,16288.2
2019-01-13 16:00:00,996.72,5.0,6.17,0.68,14.01,7.46,18100.4
2019-01-13 17:00:00,996.07,4.92,6.28,0.7,14.42,7.42,20743.7
2019-01-13 18:00:00,995.6,4.72,6.32,0.68,15.27,7.48,20846.7
2019-01-13 19:00:00,995.46,4.42,6.21,0.67,15.93,7.36,23072.2
2019-01-13 20:00:00,995.56,3.98,5.99,0.57,16.16,7.25,28653.3
2019-01-13 21:00:00,995.83,3.5,5.73,0.52,16.34,7.13,29569.7
2019-01-13 22:00:00,996.29,3.09,5.47,0.45,16.17,7.18,31069.4
2019-01-13 23:00:00,996.85,2.71,5.19,0.4,15.95,6.94,27873.0
2019-01-14 00:00:00,997.61,2.25,4.87,0.39,15.67,6.86,31872.4
2019-01-14 01:00:00,998.65,1.75,4.56,0.35,15.24,6.09,32082.1
2019-01-14 02:00:00,999.8,1.26,4.23,0.43,14.78,6.05,32335.5
2019-01-14 03:00:00,1000.93,0.87,3.93,0.32,14.42,6.33,32747.4
2019-01-14 04:00:00,1001.9,0.49,3.62,0.12,14.21,6.26,32725.8
2019-01-14 05:00:00,1002.83,0.12,3.33,0.09,13.92,6.25,32681.7
2019-01-14 06:00:00,1003.64,-0.14,3.0,0.09,13.44,6.55,32922.9
