datetime,pressure_station,dew_point,avg_temperature,precipitation,extreme_wind_speed,cloudiness,visibility
2020-02-17 11:00:00,1013.87,3.4,8.67,0.22,11.11,6.45,41666.3
2020-02-17 12:00:00,1013.67,3.36,8.82,0.26,11.35,6.65,41364.4
2020-02-17 13:00:00,1013.57,3.39,8.88,0.29,11.74,6.72,41337.0
2020-02-17 14:00:00,1013.45,3.43,8.76,0.29,11.81,6.78,42128.7
2020-02-17 15:00:00,1013.52,3.52,8.41,0.29,11.77,6.74,41246.2
2020-02-17 16:00:00,1013.7,3.61,7.84,0.28,11.26,6.41,41646.5
2020-02-17 17:00:00,1014.15,3.56,7.1,0.28,10.64,6.15,45228.7
2020-02-17 18:00:00,1014.65,3.51,6.64,0.22,10.58,6.18,44899.8
2020-02-17 19:00:00,1015.09,3.43,6.41,0.18,10.47,6.43,45750.9
2020-02-17 20:00:00,1015.36,3.33,6.26,0.11,10.3,6.97,47582.6
2020-02-17 21:00:00,1015.74,3.25,6.15,0.14,10.67,6.95,45379.6
2020-02-17 22:00:00,1016.08,3.12,6.06,0.17,11.06,6.92,45018.8
2020-02-17 23:00:00,1016.48,2.99,5.99,0.12,11.47,6.82,43881.2
2020-02-18 00:00:00,1017.02,2.89,5.89,0.12,11.51,6.82,42804.3
2020-02-18 01:00:00,1017.41,2.77,5.74,0.12,11.58,6.93,43645.7
2020-02-18 02:00:00,1017.8,2.65,5.58,0.1,11.61,6.79,42318.0
2020-02-18 03:00:00,1018.05,2.48,5.39,0.13,11.87,6.86,41991.2
2020-02-18 04:00:00,1018.5,2.23,5.2,0.11,12.04,6.46,42245.4
2020-02-18 05:00:00,1018.89,1.96,5.0,0.1,12.15,6.32,41741.5
2020-02-18 06:00:00,1019.23,1.66,4.74,0.09,12.19,6.02,42555.4
2020-02-18 07:00:00,1019.9,1.41,4.6,0.09,12.14,6.02,42067.8
2020-02-18 08:00:00,1020.55,1.37,4.85,0.07,12.43,6.04,43374.3
2020-02-18 09:00:00,1020.99,1.24,5.34,0.06,13.45,6.26,41291.5
2020-02-18 10:00:00,1021.33,1.03,5.77,0.04,14.06,6.56,41271.2
2020-02-18 11:00:00,1021.53,0.76,6.16,0.03,14.58,6.53,41770.8
2020-02-18 12:00:00,1021.34,0.56,6.47,0.04,14.68,6.41,43372.0
2020-02-18 13:00:00,1021.15,0.41,6.65,0.03,14.39,6.49,44673.2
2020-02-18 14:00:00,1020.97,0.3,6.72,0.03,13.81,6.83,46716.0
2020-02-18 15:00:00,1020.79,0.27,6.54,0.04,13.26,6.69,46109.9
2020-02-18 16:00:00,1020.69,0.31,6.17,0.03,12.27,6.5,46778.2
2020-02-18 17:00:00,1020.65,0.38,5.63,0.02,11.18,6.33,47247.3
2020-02-18 18:00:00,1020.78,0.49,5.24,0.03,10.23,6.29,46277.8
2020-02-18 19:00:00,1020.55,0.54,4.96,0.02,9.94,6.34,45604.7
2020-02-18 20:00:00,1020.15,0.58,4.88,0.02,10.0,6.58,45093.6
2020-02-18 21:00:00,1019.71,0.6,4.81,0.02,10.0,6.55,44100.0
2020-02-18 22:00:00,1019.0,0.64,4.76,0.03,10.08,6.97,43060.0
2020-02-18 23:00:00,1018.06,0.69,4.77,0.02,10.38,7.21,42464.6
2020-02-19 00:00:00,1017.06,0.73,4.75,0.04,10.51,7.42,42489.8
2020-02-19 01:00:00,1016.16,0.82,4.74,0.08,10.99,7.61,41317.9
2020-02-19 02:00:00,1015.28,0.94,4.66,0.16,11.15,7.59,40878.1
2020-02-19 03:00:00,1014.34,1.04,4.56,0.27,11.36,7.51,39371.2
2020-02-19 04:00:00,1013.74,1.14,4.41,0.3,11.46,7.43,37455.7
2020-02-19 05:00:00,1013.5,1.19,4.26,0.27,11.59,7.44,37792.6
2020-02-19 06:00:00,1013.25,1.18,4.12,0.29,11.74,7.39,35022.7
2020-02-19 07:00:00,1013.54,1.25,3.96,0.36,11.9,7.27,33413.4
2020-02-19 08:00:00,1014.01,1.32,4.0,0.33,12.01,6.96,32546.7
2020-02-19 09:00:00,1014.41,1.41,4.18,0.28,12.33,6.72,31905.8
2020-02-19 10:00:00,1015.0,1.38,4.39,0.25,12.41,6.83,31815.4
2020-02-19 11:00:00,1015.67,1.22,4.52,0.27,12.87,6.68,32065.6
2020-02-19 12:00:00,1016.11,0.93,4.66,0.24,13.07,6.84,34554.5
2020-02-19 13:00:00,1016.64,0.6,4.89,0.17,13.14,6.62,38203.2
2020-02-19 14:00:00,1017.25,0.35,5.05,0.14,13.06,6.59,40413.5
2020-02-19 15:00:00,1017.9,0.01,4.99,0.11,12.66,6.51,40285.1
2020-02-19 16:00:00,1018.54,-0.25,4.71,0.08,12.03,6.39,42457.5
2020-02-19 17:00:00,1019.39,-0.35,4.19,0.05,10.68,6.44,41734.8
2020-02-19 18:00:00,1020.27,-0.41,3.71,0.05,9.39,5.92,40661.9
2020-02-19 19:00:00,1020.77,-0.51,3.33,0.04,8.59,5.19,39683.1
2020-02-19 20:00:00,1021.13,-0.6,3.01,0.03,8.22,5.18,38025.0
2020-02-19 21:00:00,1021.29,-0.65,2.73,0.03,7.98,4.97,36552.7
2020-02-19 22:00:00,1021.35,-0.64,2.52,0.03,7.92,5.37,36307.9
2020-02-19 23:00:00,1021.32,-0.59,2.48,0.02,7.68,5.52,36007.7
2020-02-20 00:00:00,1021.22,-0.52,2.47,0.01,7.52,5.61,35447.7
2020-02-20 01:00:00,1021.13,-0.39,2.42,0.02,7.35,6.03,34147.9
2020-02-20 02:00:00,1020.77,-0.22,2.41,0.01,7.11,6.27,33759.2
2020-02-20 03:00:00,1020.38,-0.03,2.41,0.02,7.01,6.42,31918.9
2020-02-20 04:00:00,1020.02,0.23,2.51,0.02,6.91,6.69,30331.5
2020-02-20 05:00:00,1019.71,0.47,2.62,0.03,6.9,6.75,29244.9
2020-02-20 06:00:00,1019.43,0.72,2.75,0.03,6.98,7.02,27975.8
2020-02-20 07:00:00,1019.33,1.06,3.11,0.04,7.23,7.35,27841.1
2020-02-20 08:00:00,1019.33,1.46,3.73,0.06,7.6,7.5,27861.8
2020-02-20 09:00:00,1019.03,1.94,4.49,0.06,8.08,7.61,27979.8
2020-02-20 10:00:00,1018.63,2.44,5.29,0.07,8.63,7.66,29492.6
2020-02-20 11:00:00,1018.17,2.82,6.03,0.05,9.43,7.61,30125.7
2020-02-20 12:00:00,1017.26,3.06,6.56,0.05,9.86,7.63,33496.3
2020-02-20 13:00:00,1016.47,3.22,6.99,0.05,10.13,7.58,35097.7
2020-02-20 14:00:00,1015.67,3.2,7.29,0.03,10.06,7.48,38836.9
2020-02-20 15:00:00,1014.98,3.11,7.44,0.01,10.04,7.44,41711.3
2020-02-20 16:00:00,1014.21,3.0,7.27,0.01,9.88,7.16,44424.8
2020-02-20 17:00:00,1013.56,2.83,6.78,0.01,9.79,6.84,44812.2
2020-02-20 18:00:00,1012.96,2.64,6.37,0.01,9.94,6.88,44141.4
2020-02-20 19:00:00,1012.17,2.55,6.13,0.06,10.48,6.69,42405.0
2020-02-20 20:00:00,1011.49,2.41,5.96,0.2,11.2,6.64,39177.2
2020-02-20 21:00:00,1011.26,2.36,5.81,0.36,12.18,6.81,36876.2
2020-02-20 22:00:00,1011.43,2.3,5.54,0.43,12.8,6.88,34629.8
2020-02-20 23:00:00,1011.91,2.23,5.3,0.42,13.61,6.84,31507.3
2020-02-21 00:00:00,1012.8,2.12,5.04,0.45,14.11,6.94,30314.0
2020-02-21 01:00:00,1013.96,1.85,4.58,0.43,14.58,6.52,30064.2
2020-02-21 02:00:00,1015.29,1.31,4.16,0.33,14.72,6.22,33451.1
2020-02-21 03:00:00,1016.82,0.69,3.65,0.24,14.57,5.84,36196.1
2020-02-21 04:00:00,1018.42,0.17,3.25,0.16,13.95,5.73,38966.4
2020-02-21 05:00:00,1019.92,-0.2,2.98,0.06,12.81,5.47,39983.1
2020-02-21 06:00:00,1021.13,-0.45,2.76,0.02,11.77,5.42,39322.7
2020-02-21 07:00:00,1022.28,-0.55,2.68,0.01,11.02,5.86,38251.6
2020-02-21 08:00:00,1023.37,-0.35,3.19,0.01,10.53,5.95,37474.6
2020-02-21 09:00:00,1024.03,-0.17,3.99,0.0,11.31,6.14,36989.0
2020-02-21 10:00:00,1024.61,-0.15,4.78,0.0,11.74,6.19,37300.5
2020-02-21 11:00:00,1024.96,-0.17,5.48,0.0,11.84,6.4,37072.5
2020-02-21 12:00:00,1024.96,-0.34,6.05,0.0,11.93,6.42,37937.8
2020-02-21 13:00:00,1024.84,-0.51,6.48,0.0,12.16,6.19,38505.7
2020-02-21 14:00:00,1024.72,-0.65,6.71,0.0,11.83,6.09,41138.6
2020-02-21 15:00:00,1024.82,-0.75,6.67,0.01,11.49,6.38,42008.2
2020-02-21 16:00:00,1024.92,-0.69,6.34,0.0,10.64,6.38,43292.6
2020-02-21 17:00:00,1025.09,-0.47,5.54,0.01,9.45,6.85,42203.7
2020-02-21 18:00:00,1025.32,-0.29,4.9,0.03,8.34,7.02,40759.5
2020-02-21 19:00:00,1025.22,-0.16,4.67,0.03,8.27,7.26,40207.2
2020-02-21 20:00:00,1025.16,-0.05,4.6,0.02,8.68,7.44,39329.9
2020-02-21 21:00:00,1025.03,0.07,4.59,0.01,8.9,7.61,38645.9
2020-02-21 22:00:00,1024.77,0.13,4.6,0.02,9.13,7.65,38301.3
2020-02-21 23:00:00,1024.3,0.16,4.56,0.01,9.28,7.35,38625.3
2020-02-22 00:00:00,1023.83,0.13,4.47,0.0,9.45,6.9,39490.6
2020-02-22 01:00:00,1023.32,0.07,4.28,0.01,9.66,6.39,39371.4
2020-02-22 02:00:00,1022.6,-0.02,4.09,0.0,9.92,6.05,39391.2
2020-02-22 03:00:00,1021.87,-0.16,3.9,0.0,10.2,5.43,40105.1
2020-02-22 04:00:00,1021.42,-0.29,3.69,0.02,10.48,5.26,40340.7
2020-02-22 05:00:00,1020.85,-0.46,3.51,0.03,10.86,5.2,40057.4
2020-02-22 06:00:00,1020.24,-0.7,3.34,0.05,10.98,5.27,40681.4
2020-02-22 07:00:00,1020.02,-0.87,3.5,0.08,11.16,5.35,40852.8
2020-02-22 08:00:00,1019.74,-0.74,4.67,0.06,11.66,6.1,40736.6
2020-02-22 09:00:00,1019.24,-0.66,6.06,0.03,12.59,6.66,43138.7
2020-02-22 10:00:00,1018.53,-0.6,7.41,0.02,13.54,6.9,44741.5
2020-02-22 11:00:00,1017.87,-0.53,8.63,0.02,14.06,6.94,46074.0
2020-02-22 12:00:00,1017.19,-0.28,9.5,0.02,14.78,7.03,45923.5
2020-02-22 13:00:00,1016.68,0.14,10.1,0.05,15.17,7.1,46372.5
2020-02-22 14:00:00,1016.46,0.48,10.34,0.05,15.12,7.27,46626.8
2020-02-22 15:00:00,1016.42,0.78,10.26,0.06,14.84,7.48,48429.5
2020-02-22 16:00:00,1016.7,1.07,9.91,0.06,14.4,7.67,48967.5
2020-02-22 17:00:00,1017.25,1.24,9.46,0.07,14.12,7.72,47175.2
2020-02-22 18:00:00,1017.78,1.46,9.2,0.08,14.08,7.76,45916.2
2020-02-22 19:00:00,1018.29,1.74,8.96,0.12,14.19,7.66,41710.7
2020-02-22 20:00:00,1018.51,2.14,8.78,0.21,14.3,7.6,41255.9
2020-02-22 21:00:00,1018.71,2.62,8.45,0.2,14.37,7.43,37949.6
2020-02-22 22:00:00,1018.78,2.98,8.2,0.18,14.18,7.1,35984.8
2020-02-22 23:00:00,1018.84,3.37,7.91,0.21,13.99,7.3,36374.8
2020-02-23 00:00:00,1018.92,3.67,7.61,0.25,13.9,7.4,33464.0
2020-02-23 01:00:00,1018.97,3.81,7.42,0.27,13.39,7.53,30194.5
2020-02-23 02:00:00,1018.71,3.89,7.31,0.3,13.11,7.57,29456.9
2020-02-23 03:00:00,1018.33,3.96,7.19,0.3,12.95,7.53,28479.7
2020-02-23 04:00:00,1018.06,4.07,7.16,0.3,12.61,7.49,27592.0
2020-02-23 05:00:00,1017.6,4.17,7.06,0.32,12.68,7.6,26659.6
2020-02-23 06:00:00,1016.97,4.31,6.89,0.38,12.46,7.58,27386.0
2020-02-23 07:00:00,1016.18,4.38,6.87,0.41,12.06,7.55,28203.8
2020-02-23 08:00:00,1015.17,4.58,7.09,0.44,11.99,7.58,27034.0
2020-02-23 09:00:00,1013.94,4.84,7.5,0.47,12.3,7.54,27724.4
2020-02-23 10:00:00,1012.36,5.14,7.99,0.54,12.41,7.64,27024.7
2020-02-23 11:00:00,1011.0,5.52,8.66,0.6,13.02,7.63,29368.1
2020-02-23 12:00:00,1009.41,6.02,9.26,0.61,13.75,7.71,28304.6
2020-02-23 13:00:00,1008.24,6.42,9.84,0.53,14.74,7.61,28825.2
2020-02-23 14:00:00,1007.46,6.75,10.26,0.46,15.23,7.64,29826.4
2020-02-23 15:00:00,1007.19,6.87,10.46,0.41,15.99,7.73,31772.3
2020-02-23 16:00:00,1007.47,6.67,10.4,0.42,16.82,7.57,33914.7
2020-02-23 17:00:00,1008.36,6.25,10.09,0.49,17.47,7.54,34790.6
2020-02-23 18:00:00,1009.67,5.76,9.62,0.44,18.01,7.48,39750.2
2020-02-23 19:00:00,1011.24,5.15,8.94,0.5,18.37,7.24,36367.7
2020-02-23 20:00:00,1012.85,4.43,8.27,0.49,18.08,6.87,40397.1
2020-02-23 21:00:00,1014.65,3.81,7.59,0.39,16.88,6.55,39045.6
2020-02-23 22:00:00,1016.26,3.26,6.94,0.34,16.03,6.25,39305.2
2020-02-23 23:00:00,1017.46,2.73,6.37,0.34,15.17,6.17,38209.0
2020-02-24 00:00:00,1018.58,2.32,5.82,0.3,13.88,6.03,37932.6
2020-02-24 01:00:00,1019.67,1.98,5.27,0.27,12.73,6.13,35134.0
2020-02-24 02:00:00,1020.4,1.78,4.72,0.26,11.44,5.98,34119.4
2020-02-24 03:00:00,1020.84,1.56,4.31,0.27,10.29,6.36,33521.6
2020-02-24 04:00:00,1021.32,1.46,4.03,0.24,9.16,6.69,31431.5
2020-02-24 05:00:00,1021.69,1.42,3.81,0.21,8.14,6.93,30123.8
2020-02-24 06:00:00,1021.81,1.4,3.67,0.16,7.48,7.11,29876.0
2020-02-24 07:00:00,1021.83,1.49,3.67,0.12,6.88,7.49,28860.8
2020-02-24 08:00:00,1021.69,1.77,4.05,0.09,6.6,7.56,28148.9
2020-02-24 09:00:00,1021.11,2.08,4.63,0.08,6.89,7.63,28720.7
2020-02-24 10:00:00,1020.1,2.37,5.15,0.1,7.33,7.68,28709.0
2020-02-24 11:00:00,1019.07,2.65,5.7,0.1,7.59,7.66,29204.3
2020-02-24 12:00:00,1017.55,2.97,6.15,0.09,8.07,7.6,29785.2
2020-02-24 13:00:00,1015.85,3.34,6.47,0.13,8.59,7.58,29286.8
2020-02-24 14:00:00,1014.01,3.78,6.66,0.19,9.08,7.38,26558.4
2020-02-24 15:00:00,1012.11,4.13,6.86,0.23,9.44,7.12,27385.7
2020-02-24 16:00:00,1010.2,4.33,6.9,0.29,10.01,6.93,30710.9
2020-02-24 17:00:00,1008.67,4.45,6.84,0.36,10.33,6.76,31344.2
2020-02-24 18:00:00,1007.58,4.59,6.86,0.38,10.6,6.53,28737.0
2020-02-24 19:00:00,1006.52,4.79,7.07,0.35,11.05,6.49,27907.7
2020-02-24 20:00:00,1005.6,4.94,7.38,0.3,11.17,6.42,27874.8
2020-02-24 21:00:00,1004.77,5.09,7.71,0.22,11.38,6.65,27935.6
2020-02-24 22:00:00,1003.94,5.29,7.96,0.18,11.63,6.64,29087.9
2020-02-24 23:00:00,1003.31,5.47,8.15,0.15,11.7,6.65,29031.5
2020-02-25 00:00:00,1002.72,5.5,8.23,0.14,11.97,6.67,30261.6
2020-02-25 01:00:00,1002.24,5.3,8.11,0.15,12.02,6.61,34743.5
2020-02-25 02:00:00,1001.66,4.99,7.92,0.17,11.98,6.68,36375.1
2020-02-25 03:00:00,1001.17,4.7,7.69,0.19,12.12,6.8,36169.3
2020-02-25 04:00:00,1000.9,4.39,7.41,0.17,12.04,6.88,36125.3
2020-02-25 05:00:00,1000.83,4.05,7.07,0.17,12.19,6.84,36171.5
2020-02-25 06:00:00,1000.54,3.74,6.79,0.17,11.93,6.94,36716.1
2020-02-25 07:00:00,1000.41,3.56,6.59,0.2,11.67,6.79,35642.7
2020-02-25 08:00:00,1000.18,3.53,6.75,0.2,11.81,6.36,35677.5
2020-02-25 09:00:00,999.73,3.47,7.09,0.19,12.28,6.59,36595.4
2020-02-25 10:00:00,999.25,3.36,7.39,0.18,13.05,6.83,37278.2
2020-02-25 11:00:00,998.92,3.24,7.58,0.17,13.7,6.85,37877.8
2020-02-25 12:00:00,998.46,3.03,7.81,0.15,14.4,6.6,41196.4
2020-02-25 13:00:00,997.95,2.77,7.91,0.15,14.81,6.31,44229.8
2020-02-25 14:00:00,997.5,2.54,7.92,0.13,14.8,6.07,46069.4
2020-02-25 15:00:00,997.25,2.34,7.65,0.13,14.29,5.49,46524.2
2020-02-25 16:00:00,997.06,2.14,7.09,0.16,13.41,5.43,47906.8
2020-02-25 17:00:00,997.01,2.02,6.2,0.2,12.46,4.97,48081.9
2020-02-25 18:00:00,997.03,1.93,5.49,0.22,11.34,5.2,47232.5
2020-02-25 19:00:00,996.81,1.81,4.89,0.23,10.83,5.03,45875.3
2020-02-25 20:00:00,996.4,1.65,4.5,0.22,10.2,5.06,46152.3
2020-02-25 21:00:00,995.96,1.5,4.13,0.19,9.92,5.2,46086.5
2020-02-25 22:00:00,995.45,1.39,3.86,0.19,9.72,5.71,43222.0
2020-02-25 23:00:00,995.03,1.28,3.62,0.17,9.58,6.43,43046.0
2020-02-26 00:00:00,994.73,1.12,3.35,0.18,9.6,6.62,44640.8
2020-02-26 01:00:00,994.55,1.02,3.07,0.24,9.89,7.02,40009.2
2020-02-26 02:00:00,994.18,0.77,2.67,0.32,10.37,6.84,37813.7
2020-02-26 03:00:00,993.94,0.47,2.33,0.26,10.36,7.08,36933.9
2020-02-26 04:00:00,993.98,0.14,2.07,0.27,10.39,7.17,33791.5
2020-02-26 05:00:00,994.13,-0.18,1.85,0.27,10.36,6.89,34263.7
2020-02-26 06:00:00,994.18,-0.46,1.65,0.2,10.24,6.82,34776.5
2020-02-26 07:00:00,994.65,-0.61,1.49,0.18,10.22,6.65,32467.0
2020-02-26 08:00:00,995.08,-0.55,1.75,0.17,9.93,6.85,31306.2
2020-02-26 09:00:00,995.42,-0.43,2.13,0.18,10.19,6.68,31405.1
2020-02-26 10:00:00,995.79,-0.4,2.5,0.18,10.86,6.88,33405.4
2020-02-26 11:00:00,996.43,-0.33,2.85,0.19,11.31,7.05,34459.2
2020-02-26 12:00:00,996.89,-0.29,3.06,0.18,11.64,7.12,34936.6
2020-02-26 13:00:00,997.42,-0.25,3.1,0.15,11.81,7.07,35412.3
2020-02-26 14:00:00,998.29,-0.15,2.98,0.19,11.74,7.07,37121.9
2020-02-26 15:00:00,999.12,-0.2,2.88,0.19,11.18,7.09,39391.8
2020-02-26 16:00:00,999.99,-0.29,2.57,0.16,10.64,6.81,38646.3
2020-02-26 17:00:00,1000.93,-0.36,2.14,0.17,10.03,6.9,38537.9
2020-02-26 18:00:00,1002.0,-0.37,1.8,0.16,9.3,6.9,36983.1
2020-02-26 19:00:00,1002.87,-0.42,1.65,0.1,8.91,6.77,38000.7
2020-02-26 20:00:00,1003.39,-0.47,1.55,0.08,8.65,6.69,37467.9
2020-02-26 21:00:00,1004.0,-0.5,1.48,0.07,8.62,6.78,36327.1
2020-02-26 22:00:00,1004.46,-0.48,1.38,0.08,8.37,6.98,33520.3
2020-02-26 23:00:00,1004.76,-0.5,1.34,0.07,8.15,7.04,32218.0
2020-02-27 00:00:00,1005.03,-0.54,1.31,0.07,8.32,7.04,31370.6
2020-02-27 01:00:00,1005.31,-0.57,1.29,0.05,8.23,7.06,31617.4
2020-02-27 02:00:00,1005.39,-0.61,1.26,0.05,8.24,7.24,31548.2
2020-02-27 03:00:00,1005.31,-0.64,1.19,0.06,8.22,7.27,28499.8
2020-02-27 04:00:00,1005.39,-0.65,1.14,0.05,8.22,7.13,28483.1
2020-02-27 05:00:00,1005.36,-0.7,1.1,0.06,8.1,7.12,28717.8
2020-02-27 06:00:00,1005.16,-0.79,1.07,0.04,7.85,7.13,26327.6
2020-02-27 07:00:00,1004.98,-0.82,1.18,0.02,7.87,7.25,29581.8
2020-02-27 08:00:00,1004.8,-0.75,1.64,0.02,7.76,7.22,30454.4
2020-02-27 09:00:00,1004.14,-0.67,2.28,0.03,8.33,7.16,32683.5
2020-02-27 10:00:00,1003.23,-0.68,2.95,0.04,8.64,7.17,35534.0
2020-02-27 11:00:00,1002.11,-0.88,3.35,0.05,8.78,7.07,38418.3
2020-02-27 12:00:00,1000.74,-0.98,3.42,0.16,8.79,7.11,37772.0
2020-02-27 13:00:00,999.18,-1.08,3.26,0.4,8.55,7.25,36243.4
2020-02-27 14:00:00,997.95,-1.01,3.0,0.53,8.23,7.12,31921.7
2020-02-27 15:00:00,997.05,-0.76,2.59,0.63,7.62,7.16,29072.2
2020-02-27 16:00:00,996.45,-0.44,2.16,0.73,7.13,7.17,26455.9
2020-02-27 17:00:00,996.29,-0.13,1.76,0.79,7.2,7.27,22996.1
2020-02-27 18:00:00,996.94,-0.08,1.5,0.82,7.79,7.33,20660.2
2020-02-27 19:00:00,997.97,-0.17,1.31,0.69,8.6,7.34,19065.2
2020-02-27 20:00:00,999.4,-0.28,1.2,0.64,9.18,7.2,19147.8
2020-02-27 21:00:00,1001.44,-0.29,1.13,0.47,9.81,7.36,20037.4
2020-02-27 22:00:00,1003.2,-0.32,1.07,0.32,9.92,7.27,18572.0
2020-02-27 23:00:00,1004.86,-0.36,0.94,0.21,9.74,7.32,20016.5
2020-02-28 00:00:00,1006.56,-0.41,0.88,0.19,9.52,7.05,19973.5
2020-02-28 01:00:00,1008.04,-0.49,0.87,0.14,9.24,6.8,20282.9
2020-02-28 02:00:00,1009.11,-0.6,0.83,0.12,9.22,6.79,20990.9
2020-02-28 03:00:00,1010.21,-0.71,0.81,0.1,9.48,6.49,21996.7
2020-02-28 04:00:00,1011.41,-0.78,0.82,0.09,9.38,6.35,23220.7
2020-02-28 05:00:00,1012.53,-0.86,0.77,0.07,9.27,5.81,23376.9
2020-02-28 06:00:00,1013.53,-0.96,0.69,0.06,8.92,5.83,23593.8
2020-02-28 07:00:00,1014.51,-0.96,0.8,0.04,8.79,5.76,24927.0
2020-02-28 08:00:00,1015.46,-0.78,1.39,0.02,8.91,5.49,26358.6
2020-02-28 09:00:00,1015.96,-0.55,2.23,0.03,9.48,5.41,27728.5
2020-02-28 10:00:00,1016.36,-0.45,3.03,0.05,10.24,5.61,30775.7
2020-02-28 11:00:00,1016.74,-0.59,3.72,0.03,10.66,6.12,34037.6
2020-02-28 12:00:00,1016.65,-0.85,4.32,0.02,10.8,5.95,37023.3
2020-02-28 13:00:00,1016.16,-1.18,4.81,0.01,10.63,5.89,40132.6
2020-02-28 14:00:00,1015.86,-1.45,5.08,0.01,10.31,5.91,42140.8
2020-02-28 15:00:00,1015.54,-1.69,5.08,0.0,9.66,5.94,44452.7
2020-02-28 16:00:00,1015.08,-1.76,4.65,0.0,8.8,6.11,45317.0
2020-02-28 17:00:00,1014.56,-1.65,3.69,0.0,7.64,6.42,45063.6
2020-02-28 18:00:00,1014.05,-1.64,2.98,0.01,7.07,6.67,41608.1
2020-02-28 19:00:00,1013.11,-1.74,2.71,0.04,7.68,6.84,40193.7
2020-02-28 20:00:00,1012.06,-1.76,2.64,0.13,8.66,7.39,38195.8
2020-02-28 21:00:00,1011.18,-1.75,2.73,0.23,9.37,7.58,36319.1
2020-02-28 22:00:00,1010.15,-1.47,2.73,0.27,9.71,7.48,33283.7
2020-02-28 23:00:00,1008.94,-1.06,2.74,0.28,9.75,7.23,31817.5
2020-02-29 00:00:00,1007.74,-0.56,2.81,0.26,9.93,7.45,28786.7
2020-02-29 01:00:00,1006.59,0.01,2.91,0.26,9.79,7.57,26116.8
2020-02-29 02:00:00,1005.2,0.5,3.07,0.29,9.77,7.61,24875.3
2020-02-29 03:00:00,1003.99,0.99,3.28,0.3,9.8,7.7,23688.8
2020-02-29 04:00:00,1002.97,1.41,3.54,0.29,9.5,7.67,24556.8
2020-02-29 05:00:00,1002.02,1.76,3.79,0.28,9.47,7.72,25252.0
2020-02-29 06:00:00,1000.95,2.01,4.07,0.26,9.22,7.72,25592.0
2020-02-29 07:00:00,1000.13,2.28,4.37,0.21,9.01,7.65,26246.1
2020-02-29 08:00:00,999.47,2.62,5.09,0.14,8.92,7.44,27620.9
2020-02-29 09:00:00,998.48,3.04,6.2,0.08,9.21,7.28,30434.6
2020-02-29 10:00:00,997.41,3.46,7.51,0.03,9.68,7.07,32166.5
2020-02-29 11:00:00,996.35,3.76,8.83,0.01,10.1,7.26,36848.9
2020-02-29 12:00:00,995.06,4.03,9.95,0.0,10.64,7.25,37849.0
2020-02-29 13:00:00,993.87,4.15,10.58,0.01,11.25,7.14,37242.8
2020-02-29 14:00:00,993.04,4.23,10.83,0.08,11.65,7.28,37306.3
2020-02-29 15:00:00,992.31,4.35,10.45,0.21,12.37,7.3,36289.6
2020-02-29 16:00:00,991.92,4.25,9.71,0.32,13.11,7.39,37081.8
2020-02-29 17:00:00,992.15,4.05,8.79,0.35,13.28,7.37,36745.9
2020-02-29 18:00:00,993.04,3.72,7.95,0.42,13.87,7.41,37395.3
2020-02-29 19:00:00,994.03,3.26,7.29,0.45,13.8,6.96,38429.8
2020-02-29 20:00:00,994.98,2.9,6.73,0.31,12.77,6.56,40240.2
2020-02-29 21:00:00,995.91,2.58,6.19,0.24,12.23,6.1,43653.6
2020-02-29 22:00:00,996.58,2.25,5.78,0.16,11.72,5.86,46522.3
2020-02-29 23:00:00,996.91,1.98,5.5,0.11,11.14,5.61,47673.0
2020-03-01 00:00:00,997.29,1.78,5.31,0.07,10.96,5.53,48896.8
2020-03-01 01:00:00,997.58,1.64,5.12,0.05,10.93,5.23,49239.5
2020-03-01 02:00:00,997.33,1.53,5.04,0.03,10.74,5.31,49948.3
2020-03-01 03:00:00,997.13,1.43,5.01,0.03,10.8,5.5,50249.4
2020-03-01 04:00:00,997.17,1.37,5.02,0.03,11.07,5.42,50394.8
2020-03-01 05:00:00,997.18,1.36,5.0,0.04,11.14,5.61,50529.7
2020-03-01 06:00:00,997.08,1.39,4.95,0.06,11.05,6.0,50625.2
2020-03-01 07:00:00,997.12,1.54,5.1,0.07,11.16,6.34,50590.5
2020-03-01 08:00:00,997.12,1.79,5.71,0.09,11.36,6.5,51020.8
2020-03-01 09:00:00,996.92,2.0,6.54,0.06,12.37,6.61,50862.4
2020-03-01 10:00:00,996.68,2.05,7.21,0.03,13.26,6.88,49288.1
2020-03-01 11:00:00,996.55,1.98,7.9,0.05,13.49,6.63,51567.1
2020-03-01 12:00:00,996.21,1.84,8.41,0.05,13.32,6.5,51808.9
2020-03-01 13:00:00,995.77,1.76,8.78,0.06,13.28,6.1,51211.9
2020-03-01 14:00:00,995.57,1.67,9.02,0.05,12.59,5.82,52341.1
2020-03-01 15:00:00,995.32,1.61,9.06,0.03,11.73,5.78,55192.6
2020-03-01 16:00:00,994.95,1.64,8.66,0.03,10.01,5.53,56072.9
2020-03-01 17:00:00,994.93,1.85,7.36,0.1,8.46,5.87,54395.1
2020-03-01 18:00:00,994.92,1.93,6.18,0.22,7.39,6.32,52442.8
2020-03-01 19:00:00,994.72,2.04,5.67,0.23,7.47,6.61,50490.5
2020-03-01 20:00:00,994.43,2.13,5.33,0.19,7.93,6.78,48119.5
2020-03-01 21:00:00,994.42,2.14,5.07,0.25,8.64,7.24,46762.1
